customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
1000144,hwilliams@example.net,Michael,Sellers,49,F,46319,Widowed,High School,Urban,Lake Kevin,Connecticut,USA,2025-08-18 16:28:57.858883,2025-08-22 16:28:57.858883,Mobile App,True
1000145,bjones@example.net,Karen,Wheeler,41,Other,50209,Divorced,PhD,Rural,Lake Charles,Pennsylvania,USA,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883,Mobile App,True
1000146,spencerernest@example.com,Donald,Mcclain,36,F,90488,Married,High School,Urban,South Davidland,Oklahoma,USA,2025-08-25 16:28:57.858883,2025-08-25 16:28:57.858883,Web,True
1000147,vasquezbrianna@example.com,Donald,Contreras,50,M,44212,Married,Master,Suburban,Wongport,Maine,USA,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883,Mobile App,True
1000148,ujacobson@example.org,Monica,Stout,58,F,74218,Divorced,Bachelor,Suburban,Edwardsborough,Georgia,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000149,crystalluna@example.net,Jillian,Hunt,57,F,83888,Widowed,Some College,Urban,Olsonfurt,Maine,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000150,shelly41@example.com,Christopher,Miller,32,M,48194,Divorced,High School,Rural,West Raymondstad,Illinois,USA,2025-08-26 16:28:57.858883,2025-08-29 16:28:57.858883,Email,True
1000151,lindsay58@example.net,Stanley,Garcia,56,M,83311,Divorced,Some College,Suburban,New Daniellefurt,New Hampshire,USA,2025-08-25 16:28:57.858883,2025-08-28 16:28:57.858883,Email,True
1000152,edwardpatton@example.com,Joshua,Luna,44,F,68519,Married,Bachelor,Rural,Lawrenceview,New Mexico,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,True
1000153,brandon06@example.net,Barbara,Carpenter,64,Other,47252,Married,Bachelor,Rural,Jenniferstad,New Hampshire,USA,2025-09-11 16:28:57.858883,2025-09-12 16:28:57.858883,Email,True
1000154,alexadavis@example.org,Thomas,Petty,53,M,58934,Divorced,Bachelor,Suburban,West Randybury,Utah,USA,2025-08-30 16:28:57.858883,2025-09-04 16:28:57.858883,Web,True
1000155,rebecca57@example.net,Amber,Cantu,41,F,97963,Widowed,PhD,Rural,West Joshuabury,Oregon,USA,2025-08-24 16:28:57.858883,2025-08-27 16:28:57.858883,Web,True
1000156,rgarcia@example.com,Bryan,Fields,57,Other,89405,Divorced,Some College,Rural,New Sarahhaven,Delaware,USA,2025-08-15 16:28:57.858883,2025-08-19 16:28:57.858883,Mobile App,True
1000157,perkinsleah@example.net,Joshua,Pruitt,64,Other,65630,Widowed,High School,Urban,Christiantown,Kentucky,USA,2025-08-26 16:28:57.858883,2025-08-28 16:28:57.858883,Web,True
1000158,bakermark@example.org,Margaret,Taylor,55,M,55691,Single,Master,Rural,North Sarahton,Kansas,USA,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883,Mobile App,True
1000159,valerie43@example.org,Nicole,Keller,49,M,61095,Single,Some College,Rural,Taraland,Alabama,USA,2025-09-06 16:28:57.858883,2025-09-11 16:28:57.858883,Mobile App,True
1000160,krausejoel@example.com,Mark,Webb,46,M,82854,Divorced,High School,Urban,Erinhaven,North Dakota,USA,2025-08-31 16:28:57.858883,2025-08-31 16:28:57.858883,Email,False
1000161,melissa04@example.net,Anthony,Bell,32,Other,127771,Single,Some College,Suburban,West Carmenhaven,Nebraska,USA,2025-08-20 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000162,nicholassnyder@example.net,Christopher,Daniels,29,Other,28574,Married,Some College,Suburban,South Kimberlymouth,Nebraska,USA,2025-09-01 16:28:57.858883,2025-09-02 16:28:57.858883,Mobile App,True
1000163,thomas55@example.com,Matthew,Rivera,62,M,88749,Married,Master,Rural,South Sandramouth,Delaware,USA,2025-09-04 16:28:57.858883,2025-09-05 16:28:57.858883,Web,False
1000164,mariaprice@example.org,Shawn,Eaton,54,Other,83850,Single,Some College,Urban,Carolfurt,Virginia,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000165,sthompson@example.org,Patrick,Johnson,44,Other,38082,Single,Bachelor,Urban,New Martin,Colorado,USA,2025-09-02 16:28:57.858883,2025-09-05 16:28:57.858883,Email,True
1000166,igreen@example.com,George,Wilkins,46,Other,44685,Widowed,Some College,Urban,East Joseph,Georgia,USA,2025-08-15 16:28:57.858883,2025-08-20 16:28:57.858883,Email,True
1000167,russelljudith@example.net,Lisa,Brown,59,F,60588,Married,High School,Suburban,East Alicia,Illinois,USA,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883,Mobile App,True
1000168,edward01@example.org,Vincent,Escobar,32,Other,55358,Single,Some College,Rural,New Henry,Washington,USA,2025-08-17 16:28:57.858883,2025-08-17 16:28:57.858883,Mobile App,True
1000169,theresahenry@example.org,Tony,Morales,51,M,48088,Divorced,High School,Urban,Heathershire,Virginia,USA,2025-08-29 16:28:57.858883,2025-08-30 16:28:57.858883,Mobile App,True
1000170,margaret02@example.net,Courtney,Garner,32,Other,72310,Divorced,High School,Urban,Lake Alexandra,Arizona,USA,2025-09-05 16:28:57.858883,2025-09-08 16:28:57.858883,Mobile App,False
1000171,robert91@example.com,Brandi,Long,48,Other,49791,Divorced,Master,Rural,East Daisyborough,North Carolina,USA,2025-08-26 16:28:57.858883,2025-08-27 16:28:57.858883,Web,True
1000172,hlopez@example.com,Amanda,Young,37,Other,71961,Widowed,Bachelor,Rural,Lake Robert,South Dakota,USA,2025-08-16 16:28:57.858883,2025-08-16 16:28:57.858883,Web,False
1000173,dustin93@example.com,Lisa,Carroll,23,M,22776,Divorced,High School,Urban,Justinville,Wyoming,USA,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883,Web,True
1000174,nancy12@example.net,Brandon,Martinez,34,Other,58596,Single,Some College,Suburban,Simmonsmouth,Maryland,USA,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883,Web,True
1000175,andersontara@example.net,Jesse,Wilson,49,Other,109260,Single,Bachelor,Urban,Rodriguezchester,Louisiana,USA,2025-08-26 16:28:57.858883,2025-08-30 16:28:57.858883,Mobile App,True
1000176,andrewthomas@example.org,Antonio,Freeman,57,Other,60201,Widowed,Some College,Suburban,South Erin,Delaware,USA,2025-08-25 16:28:57.858883,2025-08-25 16:28:57.858883,Email,False
1000177,ujames@example.com,Elizabeth,Haney,44,Other,34924,Married,Bachelor,Suburban,Port Richardton,South Dakota,USA,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000178,eallen@example.net,Jorge,Delgado,44,M,56340,Single,High School,Urban,New Heidi,Idaho,USA,2025-08-17 16:28:57.858883,2025-08-18 16:28:57.858883,Email,True
1000179,kristen21@example.net,Luis,Acosta,49,Other,40183,Single,PhD,Suburban,South Haroldchester,Montana,USA,2025-09-01 16:28:57.858883,2025-09-06 16:28:57.858883,Web,True
1000180,gilbertgabrielle@example.com,Joshua,Drake,52,M,110982,Widowed,Master,Rural,Port Carl,Virginia,USA,2025-09-01 16:28:57.858883,2025-09-06 16:28:57.858883,Web,True
1000181,ycook@example.net,Sarah,Chung,43,F,77051,Divorced,Some College,Suburban,West Timothyside,Wisconsin,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000182,mannbrian@example.org,Natasha,Rodriguez,55,M,52963,Single,Some College,Suburban,Dianefort,Iowa,USA,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883,Email,True
1000183,lopezjoe@example.net,Jacob,Bryant,48,Other,65377,Single,High School,Rural,East Holly,Arkansas,USA,2025-08-19 16:28:57.858883,2025-08-23 16:28:57.858883,Web,True
1000184,stevenmccarty@example.net,Steven,Garrett,46,M,41809,Widowed,Some College,Suburban,Kristenside,Michigan,USA,2025-09-11 16:28:57.858883,2025-09-11 16:28:57.858883,Web,True
1000185,brett86@example.org,Erica,Brown,45,M,79939,Divorced,Some College,Rural,Michelleview,Vermont,USA,2025-08-25 16:28:57.858883,2025-08-30 16:28:57.858883,Mobile App,True
1000186,tylerbrown@example.com,Christopher,Moody,66,M,93778,Single,Bachelor,Rural,Annchester,Michigan,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000187,jonescarl@example.com,Troy,Sweeney,77,M,41979,Widowed,Bachelor,Suburban,Feliciafurt,Arkansas,USA,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883,Email,True
1000188,carrillomegan@example.org,Courtney,Anderson,58,Other,70500,Divorced,Bachelor,Rural,Patriciastad,Wyoming,USA,2025-08-24 16:28:57.858883,2025-08-25 16:28:57.858883,Email,True
1000189,grahamlinda@example.com,Melissa,Rios,77,F,40751,Widowed,Bachelor,Urban,West Traci,Georgia,USA,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000190,christopher18@example.net,Thomas,Scott,32,M,47018,Divorced,PhD,Urban,Kristineshire,Louisiana,USA,2025-08-18 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000191,jacobmayer@example.org,Jennifer,Dougherty,18,M,49227,Married,Master,Rural,South Brendaborough,Tennessee,USA,2025-08-18 16:28:57.858883,2025-08-19 16:28:57.858883,Mobile App,True
1000192,joshua07@example.com,Melanie,Salas,33,M,69511,Divorced,Bachelor,Rural,South Justin,Texas,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Mobile App,True
1000193,michael96@example.net,Patricia,Parks,50,M,121285,Divorced,PhD,Suburban,Jacobville,Arkansas,USA,2025-08-14 16:28:57.858883,2025-08-14 16:28:57.858883,Mobile App,False
1000194,millerandrew@example.org,Amanda,Collins,59,F,47692,Single,Some College,Urban,West Robert,Indiana,USA,2025-09-01 16:28:57.858883,2025-09-04 16:28:57.858883,Mobile App,True
1000195,amypena@example.org,Lisa,Mathews,31,M,79757,Divorced,High School,Rural,Lawrencetown,Arkansas,USA,2025-08-31 16:28:57.858883,2025-09-04 16:28:57.858883,Mobile App,True
1000196,vlawrence@example.org,Bradley,Kane,25,F,119943,Divorced,PhD,Urban,Richardfort,Indiana,USA,2025-08-15 16:28:57.858883,2025-08-19 16:28:57.858883,Web,True
1000197,gnelson@example.org,Cheryl,Lewis,62,F,50924,Widowed,High School,Urban,East Stephaniestad,Indiana,USA,2025-08-18 16:28:57.858883,2025-08-22 16:28:57.858883,Email,True
1000198,jordanmichael@example.com,Jill,Little,19,F,105616,Widowed,Master,Rural,Mooreborough,New Mexico,USA,2025-08-21 16:28:57.858883,2025-08-26 16:28:57.858883,Email,True
1000199,anthonyfrancis@example.net,Timothy,Mcmillan,43,M,102134,Widowed,Master,Rural,Williamsshire,Virginia,USA,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883,Web,True
1000200,bonnieking@example.org,Tyler,Waters,21,Other,47018,Divorced,High School,Urban,Wellsside,Pennsylvania,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,True
1000201,jdavis@example.net,Nancy,Jimenez,45,M,66409,Divorced,Bachelor,Suburban,North David,New Jersey,USA,2025-08-26 16:28:57.858883,2025-08-29 16:28:57.858883,Email,True
1000202,wilsonelizabeth@example.org,William,Scott,38,M,83685,Single,Bachelor,Rural,North Cherylchester,Ohio,USA,2025-08-24 16:28:57.858883,2025-08-28 16:28:57.858883,Email,True
1000203,jpalmer@example.com,Beth,Pope,28,F,60728,Widowed,High School,Suburban,Callahanmouth,Maine,USA,2025-09-05 16:28:57.858883,2025-09-06 16:28:57.858883,Web,True
1000204,jessica15@example.org,John,Harper,46,F,80433,Married,Master,Urban,Lopezfurt,Massachusetts,USA,2025-08-14 16:28:57.858883,2025-08-16 16:28:57.858883,Email,True
1000205,pamelajohnson@example.com,Rebecca,Scott,55,Other,31260,Divorced,High School,Suburban,Benderfort,Delaware,USA,2025-09-05 16:28:57.858883,2025-09-09 16:28:57.858883,Web,True
1000206,davidsalazar@example.net,Jeffrey,Rivera,21,F,103330,Widowed,Some College,Urban,East Meaganfurt,Wyoming,USA,2025-08-19 16:28:57.858883,2025-08-21 16:28:57.858883,Email,True
1000207,juanhernandez@example.net,Jacob,Wright,49,Other,42545,Single,Some College,Urban,North Michaelmouth,New Hampshire,USA,2025-08-17 16:28:57.858883,2025-08-21 16:28:57.858883,Email,False
1000208,ramirezdavid@example.net,Melissa,Baker,68,F,68470,Divorced,High School,Rural,Lake James,Ohio,USA,2025-08-23 16:28:57.858883,2025-08-27 16:28:57.858883,Email,True
1000209,pamela64@example.org,Aaron,Bowers,62,F,67025,Divorced,High School,Rural,Port Sarah,Florida,USA,2025-08-14 16:28:57.858883,2025-08-19 16:28:57.858883,Mobile App,True
1000210,melissayoung@example.org,Phillip,Jimenez,75,M,117660,Divorced,High School,Urban,North Theresaview,Nebraska,USA,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883,Email,True
1000211,diazcharles@example.org,Brittney,Rodriguez,41,M,94147,Married,Bachelor,Rural,Port Ericshire,Idaho,USA,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,True
1000212,colemanalan@example.net,Timothy,Hopkins,54,M,106058,Widowed,Bachelor,Urban,New Alyssa,Maryland,USA,2025-08-23 16:28:57.858883,2025-08-26 16:28:57.858883,Web,True
1000213,micheal64@example.net,Michael,Conrad,30,F,85581,Widowed,Bachelor,Suburban,East Marcusport,Arkansas,USA,2025-08-19 16:28:57.858883,2025-08-21 16:28:57.858883,Mobile App,True
1000214,nbaldwin@example.com,Rodney,Moses,60,M,15000,Divorced,Some College,Rural,South Jerry,Utah,USA,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883,Web,True
1000215,millereileen@example.org,Emily,Taylor,27,Other,15000,Divorced,Some College,Suburban,West Garrettton,New York,USA,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883,Email,False
1000216,logankimberly@example.org,Troy,Parker,40,F,86526,Single,High School,Urban,North Joseville,New Hampshire,USA,2025-08-21 16:28:57.858883,2025-08-22 16:28:57.858883,Email,True
1000217,gmanning@example.org,Rebecca,Cervantes,67,Other,67222,Widowed,PhD,Rural,West Kenneth,Wyoming,USA,2025-08-26 16:28:57.858883,2025-08-31 16:28:57.858883,Web,True
1000218,bakerwanda@example.net,Jeanette,Shields,69,Other,23596,Widowed,PhD,Rural,Kylechester,Connecticut,USA,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,True
1000219,uspencer@example.org,Linda,Anderson,19,F,63333,Married,Bachelor,Urban,Rodneymouth,Michigan,USA,2025-09-07 16:28:57.858883,2025-09-11 16:28:57.858883,Mobile App,True
1000220,igreene@example.net,Isabel,Hale,50,M,64019,Married,Master,Rural,Kingland,New Hampshire,USA,2025-09-03 16:28:57.858883,2025-09-08 16:28:57.858883,Mobile App,True
1000221,prestonelizabeth@example.net,Luke,Rubio,18,Other,62326,Single,Bachelor,Rural,New Curtisview,Arizona,USA,2025-09-02 16:28:57.858883,2025-09-06 16:28:57.858883,Mobile App,True
1000222,markking@example.org,Shawn,Baker,25,M,85090,Married,PhD,Urban,New Mariahaven,New Hampshire,USA,2025-08-30 16:28:57.858883,2025-09-02 16:28:57.858883,Mobile App,True
1000223,tsanchez@example.com,Emily,Hill,50,Other,36803,Divorced,Bachelor,Suburban,East Lisa,Delaware,USA,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883,Mobile App,True
1000224,john48@example.net,Raven,Martinez,37,Other,33223,Married,PhD,Suburban,Prattfort,Georgia,USA,2025-08-31 16:28:57.858883,2025-09-03 16:28:57.858883,Email,True
1000225,josephjohnson@example.org,Christina,Webb,44,F,93654,Single,Some College,Urban,West Charles,Utah,USA,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883,Mobile App,True
1000226,michael61@example.org,Sherri,Maddox,30,F,80121,Single,Some College,Urban,Jenniferstad,Rhode Island,USA,2025-08-27 16:28:57.858883,2025-09-01 16:28:57.858883,Mobile App,False
1000227,hughesangela@example.org,Robert,Wagner,37,M,41213,Widowed,Master,Suburban,Lake Kariberg,Utah,USA,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883,Web,True
1000228,samantha48@example.com,Henry,Rivera,43,Other,33942,Divorced,High School,Suburban,Harmonville,Delaware,USA,2025-08-27 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,True
1000229,glee@example.com,Michelle,Johnson,36,Other,29063,Single,High School,Rural,West Dean,South Carolina,USA,2025-08-25 16:28:57.858883,2025-08-25 16:28:57.858883,Mobile App,True
1000230,qlandry@example.org,Ryan,Ramos,74,Other,66057,Widowed,Master,Suburban,Emilyview,Mississippi,USA,2025-08-15 16:28:57.858883,2025-08-18 16:28:57.858883,Mobile App,True
1000231,ogarcia@example.org,Heather,Lawrence,34,Other,71419,Single,Some College,Urban,Pittsburgh,North Dakota,USA,2025-08-21 16:28:57.858883,2025-08-22 16:28:57.858883,Email,True
1000232,daniel30@example.org,William,Spencer,43,F,58370,Widowed,Bachelor,Suburban,Longburgh,Maryland,USA,2025-08-23 16:28:57.858883,2025-08-28 16:28:57.858883,Web,True
1000233,mdavidson@example.net,Ryan,Franco,54,M,87725,Married,Bachelor,Suburban,Adriennestad,New Hampshire,USA,2025-08-26 16:28:57.858883,2025-08-28 16:28:57.858883,Mobile App,False
1000234,john36@example.com,Jonathan,Wang,37,Other,47725,Widowed,Bachelor,Suburban,Lake Rebecca,New Mexico,USA,2025-08-28 16:28:57.858883,2025-09-01 16:28:57.858883,Mobile App,True
1000235,michael85@example.net,Daniel,Morris,40,M,15000,Married,Master,Rural,Jacobfurt,Colorado,USA,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883,Mobile App,True
1000236,steveellis@example.com,Cindy,Rodriguez,22,M,106006,Divorced,Bachelor,Urban,New Gina,Arkansas,USA,2025-08-25 16:28:57.858883,2025-08-27 16:28:57.858883,Web,True
1000237,jermaine39@example.com,Nancy,Gomez,69,M,57528,Married,Bachelor,Suburban,Ashleybury,New Jersey,USA,2025-08-29 16:28:57.858883,2025-09-01 16:28:57.858883,Email,True
1000238,brianna58@example.org,Yvonne,Santiago,53,Other,74337,Divorced,Some College,Urban,Lake Teresaburgh,West Virginia,USA,2025-08-15 16:28:57.858883,2025-08-16 16:28:57.858883,Web,True
1000239,newmanrhonda@example.org,Yolanda,Hamilton,90,M,98587,Single,PhD,Rural,Millerview,Arkansas,USA,2025-08-28 16:28:57.858883,2025-08-29 16:28:57.858883,Web,False
1000240,wberger@example.net,Erik,Thompson,43,F,36333,Married,Bachelor,Rural,North Daniel,Vermont,USA,2025-08-18 16:28:57.858883,2025-08-18 16:28:57.858883,Mobile App,True
1000241,christineward@example.net,Daisy,Martinez,20,F,71103,Divorced,High School,Rural,Lopezshire,New Jersey,USA,2025-08-28 16:28:57.858883,2025-08-29 16:28:57.858883,Email,True
1000242,ericrichards@example.net,William,Waters,33,F,22332,Widowed,Bachelor,Urban,Ambershire,Pennsylvania,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Web,True
1000243,richardsthomas@example.net,Carlos,Browning,35,M,32553,Divorced,High School,Rural,North Allison,Alabama,USA,2025-08-21 16:28:57.858883,2025-08-26 16:28:57.858883,Web,True
1000244,christopherfarmer@example.net,Taylor,Becker,70,Other,91449,Divorced,Bachelor,Suburban,South Peter,Indiana,USA,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883,Email,True
1000245,gberry@example.org,Dustin,Hale,44,Other,109398,Divorced,High School,Suburban,East Brian,South Carolina,USA,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883,Web,True
1000246,brianlane@example.com,Abigail,Hill,46,F,39161,Married,PhD,Rural,Thomasside,Kansas,USA,2025-08-19 16:28:57.858883,2025-08-23 16:28:57.858883,Email,False
1000247,davistravis@example.net,Erin,Macdonald,67,M,81167,Married,Some College,Rural,Pamelaport,Tennessee,USA,2025-08-24 16:28:57.858883,2025-08-29 16:28:57.858883,Mobile App,True
1000248,nichole93@example.net,Suzanne,Barnes,29,M,59289,Divorced,Master,Urban,Nathanchester,Alaska,USA,2025-09-06 16:28:57.858883,2025-09-11 16:28:57.858883,Mobile App,True
1000249,hendersonstacey@example.net,Chelsey,Rogers,31,F,23516,Married,Some College,Rural,Summersborough,Alabama,USA,2025-08-21 16:28:57.858883,2025-08-24 16:28:57.858883,Web,True
1000250,gardnershelby@example.com,Heidi,Stevens,58,Other,122282,Married,High School,Suburban,East Mike,Iowa,USA,2025-08-17 16:28:57.858883,2025-08-22 16:28:57.858883,Web,True
1000251,edward70@example.org,Richard,Mejia,24,Other,81889,Married,High School,Suburban,Fitzgeraldview,North Carolina,USA,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883,Email,True
1000252,gregoryreilly@example.org,Lori,Best,35,Other,50386,Married,Bachelor,Suburban,New Thomasport,New York,USA,2025-09-01 16:28:57.858883,2025-09-06 16:28:57.858883,Email,True
1000253,lauren85@example.com,Mark,Frey,36,M,39080,Divorced,Master,Suburban,Ellisfurt,Kentucky,USA,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883,Email,True
1000254,joannafloyd@example.com,Ashley,Castaneda,45,F,40071,Divorced,High School,Urban,Deniseside,Idaho,USA,2025-09-02 16:28:57.858883,2025-09-06 16:28:57.858883,Web,True
1000255,hpage@example.com,Roy,Simmons,49,F,63492,Widowed,Bachelor,Urban,West Ronaldfort,Washington,USA,2025-08-16 16:28:57.858883,2025-08-18 16:28:57.858883,Email,True
1000256,ballardcaitlin@example.org,Sandra,Beasley,41,F,37773,Single,Bachelor,Rural,East Earlhaven,Ohio,USA,2025-09-08 16:28:57.858883,2025-09-11 16:28:57.858883,Mobile App,True
1000257,reyesjames@example.org,Steve,Stevens,36,F,87661,Widowed,Some College,Urban,Hollowayport,Idaho,USA,2025-08-20 16:28:57.858883,2025-08-23 16:28:57.858883,Mobile App,True
1000258,harrywilliams@example.org,Ricardo,Green,52,M,35673,Divorced,Bachelor,Rural,Pamhaven,Wyoming,USA,2025-09-07 16:28:57.858883,2025-09-10 16:28:57.858883,Mobile App,True
1000259,mason16@example.org,Kristine,Sparks,46,F,87541,Widowed,Bachelor,Urban,Brownmouth,Vermont,USA,2025-08-19 16:28:57.858883,2025-08-22 16:28:57.858883,Mobile App,True
1000260,hyoung@example.com,Zachary,Hall,19,Other,81300,Single,Bachelor,Suburban,Lake David,Virginia,USA,2025-09-06 16:28:57.858883,2025-09-08 16:28:57.858883,Mobile App,True
1000261,lisamiddleton@example.net,Beth,Rodriguez,35,Other,82117,Married,High School,Rural,East Seth,Vermont,USA,2025-08-16 16:28:57.858883,2025-08-17 16:28:57.858883,Email,True
1000262,valentinejason@example.org,Vicki,Byrd,33,M,15000,Single,Master,Urban,Jenniferbury,New Jersey,USA,2025-08-25 16:28:57.858883,2025-08-29 16:28:57.858883,Email,True
1000263,becky45@example.net,Morgan,Mccoy,20,M,66442,Single,PhD,Urban,North Anne,Pennsylvania,USA,2025-09-02 16:28:57.858883,2025-09-06 16:28:57.858883,Mobile App,True
1000264,jacob19@example.org,Jennifer,Horton,48,F,37870,Married,Bachelor,Urban,Pattersonburgh,Arizona,USA,2025-09-08 16:28:57.858883,2025-09-12 16:28:57.858883,Mobile App,True
1000265,jaygutierrez@example.net,Tina,Chavez,54,Other,15154,Married,High School,Urban,Meganport,California,USA,2025-09-07 16:28:57.858883,2025-09-11 16:28:57.858883,Web,True
1000266,howedenise@example.org,Christina,Garza,44,Other,28669,Widowed,Master,Urban,Warnermouth,Alabama,USA,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883,Web,True
1000267,brandonjackson@example.org,Jacob,Briggs,35,Other,66421,Married,High School,Suburban,North Georgeburgh,Nevada,USA,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883,Email,True
1000268,ygonzales@example.org,Gregory,Palmer,32,Other,53463,Widowed,Some College,Rural,Glennville,New York,USA,2025-08-19 16:28:57.858883,2025-08-22 16:28:57.858883,Mobile App,True
1000269,johnsanchez@example.com,Peter,Kim,60,Other,47693,Widowed,High School,Urban,Lake Julieville,Arkansas,USA,2025-09-11 16:28:57.858883,2025-09-11 16:28:57.858883,Email,True
1000270,baldwinbarbara@example.net,Michael,Underwood,57,M,31108,Widowed,Some College,Rural,Kristenburgh,Massachusetts,USA,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883,Mobile App,True
1000271,dhampton@example.net,Joseph,Davis,52,Other,108247,Single,Bachelor,Suburban,Christopherville,Montana,USA,2025-08-31 16:28:57.858883,2025-09-04 16:28:57.858883,Mobile App,True
1000272,eric90@example.org,Melanie,Reyes,18,Other,41093,Widowed,Master,Suburban,Port Anthonyport,New Mexico,USA,2025-09-05 16:28:57.858883,2025-09-10 16:28:57.858883,Mobile App,False
1000273,danamills@example.net,John,Kennedy,53,Other,58908,Divorced,Master,Suburban,Lake John,Hawaii,USA,2025-08-14 16:28:57.858883,2025-08-17 16:28:57.858883,Email,True
1000274,wilcoxshannon@example.org,Nichole,Davis,50,M,46880,Widowed,Master,Suburban,South Amy,Louisiana,USA,2025-09-06 16:28:57.858883,2025-09-09 16:28:57.858883,Email,True
1000275,bconner@example.com,Todd,Meyer,46,Other,60329,Single,Master,Urban,Tammyton,Tennessee,USA,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883,Mobile App,True
1000276,megan45@example.org,David,Guzman,62,Other,72632,Divorced,Bachelor,Urban,North Kathleenshire,Arkansas,USA,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883,Email,True
1000277,fernandezmia@example.com,Lori,Taylor,50,M,52643,Married,Master,Rural,Arnoldmouth,Wisconsin,USA,2025-09-10 16:28:57.858883,2025-09-13 16:28:57.858883,Web,False
1000278,elizabethbird@example.net,Steven,Wilson,37,F,52023,Married,High School,Suburban,Port Amyfort,Colorado,USA,2025-09-01 16:28:57.858883,2025-09-05 16:28:57.858883,Mobile App,True
1000279,tcampbell@example.com,Christopher,Palmer,50,M,52370,Single,Bachelor,Rural,Jamesland,Alaska,USA,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883,Email,True
1000280,bondjames@example.org,Julie,Caldwell,49,F,127262,Married,PhD,Suburban,Port Leslieburgh,California,USA,2025-08-17 16:28:57.858883,2025-08-17 16:28:57.858883,Email,True
1000281,rossgary@example.com,Kimberly,Whitney,58,M,55219,Divorced,Master,Rural,North Aaron,Idaho,USA,2025-08-14 16:28:57.858883,2025-08-19 16:28:57.858883,Mobile App,True
1000282,wilkersonstephanie@example.com,Julia,Richard,63,Other,52757,Single,High School,Suburban,Dominguezberg,Michigan,USA,2025-08-17 16:28:57.858883,2025-08-22 16:28:57.858883,Email,False
1000283,hmartinez@example.org,William,Wallace,18,M,34757,Single,Some College,Urban,East Kathrynland,Pennsylvania,USA,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883,Mobile App,True
1000284,hudsonbrandon@example.net,Zachary,Gilbert,18,F,54454,Widowed,Some College,Rural,North Christopher,Vermont,USA,2025-09-10 16:28:57.858883,2025-09-10 16:28:57.858883,Email,True
1000285,michael23@example.net,William,Mullen,45,F,115293,Widowed,High School,Suburban,Andrewfort,Minnesota,USA,2025-08-21 16:28:57.858883,2025-08-25 16:28:57.858883,Web,True
1000286,jodi62@example.net,Travis,Riddle,49,Other,58426,Divorced,PhD,Suburban,Rebeccaport,Colorado,USA,2025-09-04 16:28:57.858883,2025-09-09 16:28:57.858883,Email,True
1000287,dennis93@example.org,Brett,Owen,57,M,15000,Married,Bachelor,Rural,Bryantchester,Idaho,USA,2025-08-26 16:28:57.858883,2025-08-31 16:28:57.858883,Email,True
