order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
392000392,1000184,2025-09-11 16:28:57.858883,Processing,4198.48,6.06,Credit Card,109 Marc Fork Apt. 308,184 King Ways Suite 763,2025-09-11 16:28:57.858883,2025-09-12 16:28:57.858883
393000393,1000184,2025-09-11 16:28:57.858883,Processing,1454.34,18.59,Debit Card,423 Brianna Drive,26820 April Lane,2025-09-11 16:28:57.858883,2025-09-13 16:28:57.858883
394000394,1000185,2025-08-25 16:28:57.858883,Delivered,3840.72,9.68,Debit Card,44954 Tucker Neck Suite 601,35683 Scott Bridge,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883
395000395,1000185,2025-09-06 16:28:57.858883,Delivered,879.52,17.16,Debit Card,84393 Gonzalez Ridges Suite 848,7071 Irwin Pass,2025-09-06 16:28:57.858883,2025-09-08 16:28:57.858883
396000396,1000185,2025-08-30 16:28:57.858883,Delivered,2125.78,11.2,Debit Card,70417 Phillips Manor Suite 384,95637 Sherri Cove Apt. 041,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
397000397,1000185,2025-08-25 16:28:57.858883,Delivered,3771.57,17.86,PayPal,7460 Dean Green Apt. 833,76341 Wagner Spur,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883
398000398,1000185,2025-08-25 16:28:57.858883,Delivered,1879.87,6.73,Debit Card,136 Sheppard Stravenue Suite 917,8590 Amy Pines Suite 623,2025-08-25 16:28:57.858883,2025-08-27 16:28:57.858883
399000399,1000186,2025-09-10 16:28:57.858883,Processing,3027.07,18.89,Credit Card,76212 Cook Drives Suite 097,02815 Justin Lake,2025-09-10 16:28:57.858883,2025-09-12 16:28:57.858883
400000400,1000186,2025-09-10 16:28:57.858883,Processing,2419.12,6.06,Credit Card,067 Gregory Expressway,517 Danielle Tunnel Apt. 155,2025-09-10 16:28:57.858883,2025-09-11 16:28:57.858883
401000401,1000187,2025-08-21 16:28:57.858883,Delivered,6817.23,13.42,Credit Card,89661 Christopher Square Suite 992,59086 Henry Camp Apt. 078,2025-08-21 16:28:57.858883,2025-08-21 16:28:57.858883
402000402,1000187,2025-08-30 16:28:57.858883,Delivered,1092.47,18.39,PayPal,08890 Garrett Branch Apt. 098,315 Laura Extension,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883
403000403,1000187,2025-08-28 16:28:57.858883,Delivered,1797.63,16.46,Debit Card,468 Heather Locks,7705 Yang Crossing,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883
404000404,1000189,2025-09-12 16:28:57.858883,Pending,2511.57,17.93,Debit Card,100 Deborah Brook Suite 862,61510 Hester Alley,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883
405000405,1000190,2025-08-30 16:28:57.858883,Delivered,5238.16,7.91,PayPal,27170 Rich Terrace Suite 598,4569 Perez Mission,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883
406000406,1000190,2025-08-18 16:28:57.858883,Delivered,5839.9,13.13,PayPal,475 Sherman Dam Suite 360,20153 Tyler Pines Suite 099,2025-08-18 16:28:57.858883,2025-08-18 16:28:57.858883
407000407,1000190,2025-09-01 16:28:57.858883,Delivered,2902.06,18.82,Credit Card,0193 Holland Land,5262 Gary Tunnel Apt. 661,2025-09-01 16:28:57.858883,2025-09-03 16:28:57.858883
408000408,1000190,2025-09-12 16:28:57.858883,Pending,3668.81,9.96,PayPal,446 Kevin Prairie,647 Arnold Circle Apt. 104,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883
409000409,1000191,2025-08-30 16:28:57.858883,Delivered,383.3,14.3,PayPal,014 Theresa Trail Apt. 470,5475 Curtis Spring Suite 955,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883
410000410,1000192,2025-09-13 16:28:57.858883,Pending,2971.2,8.09,Debit Card,65815 Mclaughlin Ways Apt. 868,441 Stacey Hollow Apt. 990,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883
411000411,1000192,2025-09-13 16:28:57.858883,Pending,1853.37,19.05,PayPal,53093 Wilson Roads Suite 370,920 Caleb Tunnel,2025-09-13 16:28:57.858883,2025-09-15 16:28:57.858883
412000412,1000192,2025-09-13 16:28:57.858883,Pending,1649.62,9.64,Debit Card,8827 Tate Gateway,830 Olivia Shore Suite 514,2025-09-13 16:28:57.858883,2025-09-13 16:28:57.858883
413000413,1000193,2025-08-16 16:28:57.858883,Delivered,4316.5,8.5,Credit Card,90599 Mark Gardens Apt. 016,39632 Young Plaza Apt. 123,2025-08-16 16:28:57.858883,2025-08-18 16:28:57.858883
414000414,1000193,2025-08-23 16:28:57.858883,Delivered,7483.19,5.29,Credit Card,7800 Heather Parkway Apt. 841,089 Sheila Squares,2025-08-23 16:28:57.858883,2025-08-25 16:28:57.858883
415000415,1000194,2025-09-01 16:28:57.858883,Delivered,2227.75,7.66,Credit Card,187 Wilson Ford Suite 679,6013 Austin Lane,2025-09-01 16:28:57.858883,2025-09-02 16:28:57.858883
416000416,1000195,2025-08-31 16:28:57.858883,Delivered,4133.54,14.31,Credit Card,7264 Andrew Estates Apt. 832,11319 Melissa Trail,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883
417000417,1000195,2025-09-08 16:28:57.858883,Shipped,4000.32,19.97,PayPal,055 Rush Hollow,5935 Patrick Turnpike,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
418000418,1000195,2025-08-31 16:28:57.858883,Delivered,4154.78,16.91,Credit Card,490 Clark Summit Suite 126,8814 Bailey Via,2025-08-31 16:28:57.858883,2025-09-01 16:28:57.858883
419000419,1000196,2025-08-20 16:28:57.858883,Delivered,734.91,17.19,PayPal,43365 Robert Crest Apt. 253,13941 Holloway Bridge Apt. 557,2025-08-20 16:28:57.858883,2025-08-20 16:28:57.858883
420000420,1000196,2025-09-03 16:28:57.858883,Delivered,3926.38,8.22,Debit Card,1668 Corey Row,632 Robert Gardens Apt. 133,2025-09-03 16:28:57.858883,2025-09-05 16:28:57.858883
421000421,1000196,2025-08-26 16:28:57.858883,Delivered,4612.98,8.89,Credit Card,6550 Burgess Road,505 Johnson Glens,2025-08-26 16:28:57.858883,2025-08-27 16:28:57.858883
422000422,1000197,2025-09-04 16:28:57.858883,Delivered,2663.61,5.66,Credit Card,1885 Eric Center,764 Zachary Ranch Apt. 513,2025-09-04 16:28:57.858883,2025-09-04 16:28:57.858883
423000423,1000197,2025-08-30 16:28:57.858883,Delivered,2005.41,13.92,Debit Card,602 Jennifer Islands Apt. 951,79677 Karen Track,2025-08-30 16:28:57.858883,2025-09-01 16:28:57.858883
424000424,1000198,2025-08-26 16:28:57.858883,Delivered,2036.5,15.11,Debit Card,422 Long Junctions,0272 Michelle Trail,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
425000425,1000198,2025-09-12 16:28:57.858883,Pending,1025.41,5.15,PayPal,33081 Mcbride Club,630 Nelson Islands,2025-09-12 16:28:57.858883,2025-09-14 16:28:57.858883
426000426,1000199,2025-08-28 16:28:57.858883,Delivered,1425.29,8.24,Credit Card,90657 Sullivan Rapid,2216 Sharon Springs,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883
427000427,1000199,2025-08-28 16:28:57.858883,Delivered,282.03,18.46,Credit Card,09469 Matthew Pine Suite 066,65342 Adams Squares Suite 877,2025-08-28 16:28:57.858883,2025-08-29 16:28:57.858883
428000428,1000199,2025-09-02 16:28:57.858883,Delivered,1569.7,6.89,Credit Card,520 Miller Walks,7510 Gina Summit,2025-09-02 16:28:57.858883,2025-09-04 16:28:57.858883
429000429,1000200,2025-09-13 16:28:57.858883,Pending,1610.67,15.48,Credit Card,0372 Peter Ville Suite 698,177 Joseph Square,2025-09-13 16:28:57.858883,2025-09-15 16:28:57.858883
430000430,1000200,2025-09-13 16:28:57.858883,Pending,1688.1,14.4,Debit Card,1178 Nicholas Curve,67909 Anderson Island Suite 305,2025-09-13 16:28:57.858883,2025-09-14 16:28:57.858883
431000431,1000201,2025-08-26 16:28:57.858883,Delivered,1841.31,14.23,PayPal,64618 Ricky Road,45070 Cooley Plaza,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
432000432,1000201,2025-08-26 16:28:57.858883,Delivered,2379.99,10.61,PayPal,15042 Maria Dale,45255 Elizabeth Glens,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
433000433,1000202,2025-09-12 16:28:57.858883,Pending,1858.26,5.89,Debit Card,044 Schmidt Parkway,5288 Hopkins Parkways Apt. 987,2025-09-12 16:28:57.858883,2025-09-12 16:28:57.858883
434000434,1000202,2025-08-24 16:28:57.858883,Delivered,3337.18,5.29,Credit Card,426 Sara Lodge,87909 Knight Row Apt. 540,2025-08-24 16:28:57.858883,2025-08-26 16:28:57.858883
435000435,1000203,2025-09-05 16:28:57.858883,Delivered,3805.83,15.76,Debit Card,14114 William Fort,00947 Walter Trafficway,2025-09-05 16:28:57.858883,2025-09-05 16:28:57.858883
436000436,1000203,2025-09-05 16:28:57.858883,Delivered,6903.89,12.51,Credit Card,735 Timothy View,5891 Flynn Causeway,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883
437000437,1000203,2025-09-07 16:28:57.858883,Shipped,3585.93,13.55,Debit Card,058 Rivers Summit Apt. 933,6380 Crystal Crossroad Apt. 258,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
438000438,1000204,2025-08-14 16:28:57.858883,Delivered,784.6,19.8,Credit Card,570 Thomas Islands,24532 Bryan Crescent Suite 613,2025-08-14 16:28:57.858883,2025-08-15 16:28:57.858883
439000439,1000205,2025-09-05 16:28:57.858883,Delivered,1378.02,11.88,PayPal,7021 Santos Skyway,8110 Jesus Trafficway Suite 482,2025-09-05 16:28:57.858883,2025-09-05 16:28:57.858883
440000440,1000208,2025-09-07 16:28:57.858883,Shipped,2687.52,7.41,Credit Card,8396 Walsh Mountains,3864 Matthew Parkway,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
441000441,1000208,2025-09-03 16:28:57.858883,Delivered,1424.66,8.83,PayPal,12583 John Wall Apt. 786,0590 James Summit Apt. 669,2025-09-03 16:28:57.858883,2025-09-03 16:28:57.858883
442000442,1000209,2025-08-30 16:28:57.858883,Delivered,2691.86,13.06,Debit Card,431 Alejandro Haven,8605 Taylor Village,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
443000443,1000210,2025-09-12 16:28:57.858883,Pending,2768.22,19.21,Credit Card,4103 Micheal Vista,738 Ryan Square Apt. 043,2025-09-12 16:28:57.858883,2025-09-12 16:28:57.858883
444000444,1000211,2025-09-04 16:28:57.858883,Delivered,570.16,9.97,Credit Card,920 Julie Forks,34639 Johnson Locks,2025-09-04 16:28:57.858883,2025-09-06 16:28:57.858883
445000445,1000211,2025-08-28 16:28:57.858883,Delivered,4338.54,5.48,PayPal,8741 Gomez Loaf Apt. 241,57740 Amy Squares Apt. 174,2025-08-28 16:28:57.858883,2025-08-28 16:28:57.858883
446000446,1000211,2025-09-13 16:28:57.858883,Pending,1399.9,14.56,PayPal,2314 Brown Valleys,32256 Bryan Mission,2025-09-13 16:28:57.858883,2025-09-15 16:28:57.858883
447000447,1000211,2025-09-05 16:28:57.858883,Delivered,841.11,8.64,PayPal,3323 Brown Pass Apt. 171,64848 Warren Manor,2025-09-05 16:28:57.858883,2025-09-06 16:28:57.858883
448000448,1000212,2025-08-30 16:28:57.858883,Delivered,2081.61,8.3,PayPal,30150 Becky Fork,761 Carr Forest,2025-08-30 16:28:57.858883,2025-09-01 16:28:57.858883
449000449,1000212,2025-09-03 16:28:57.858883,Delivered,1404.49,19.37,Debit Card,34942 Smith Place,372 White Wells,2025-09-03 16:28:57.858883,2025-09-05 16:28:57.858883
450000450,1000212,2025-08-30 16:28:57.858883,Delivered,1377.37,9.85,Credit Card,01280 Cantu Passage Suite 370,81890 Matthew Mountains,2025-08-30 16:28:57.858883,2025-08-30 16:28:57.858883
451000451,1000213,2025-09-08 16:28:57.858883,Shipped,2156.96,13.9,PayPal,3968 Kevin Glens,087 Peck Brook Apt. 231,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
452000452,1000213,2025-09-01 16:28:57.858883,Delivered,530.93,5.7,PayPal,23643 Burton Mountain,41903 Sherry Key Suite 072,2025-09-01 16:28:57.858883,2025-09-03 16:28:57.858883
453000453,1000214,2025-09-08 16:28:57.858883,Shipped,5941.31,18.23,PayPal,3166 Melissa Mountains Apt. 807,785 Frazier View,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883
454000454,1000215,2025-09-08 16:28:57.858883,Shipped,6233.07,6.17,Credit Card,90714 Smith Fords,895 Brian Summit,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
455000455,1000215,2025-09-07 16:28:57.858883,Shipped,1000.27,11.67,Credit Card,8443 Paul Shoals,900 Willie Coves,2025-09-07 16:28:57.858883,2025-09-07 16:28:57.858883
456000456,1000216,2025-08-22 16:28:57.858883,Delivered,1440.55,16.28,PayPal,336 Watson Mill Apt. 938,43584 Monroe Bypass Apt. 053,2025-08-22 16:28:57.858883,2025-08-24 16:28:57.858883
457000457,1000216,2025-08-21 16:28:57.858883,Delivered,2283.32,7.52,Debit Card,009 Henderson Burg Apt. 163,77352 Hall Mills Suite 244,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883
458000458,1000218,2025-09-08 16:28:57.858883,Shipped,3881.03,6.01,Debit Card,5862 Ethan Isle,82431 Phelps Dale,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
459000459,1000218,2025-08-28 16:28:57.858883,Delivered,6180.14,10.49,Credit Card,92157 Elliott Tunnel,8776 Michael Brooks Apt. 740,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883
460000460,1000219,2025-09-07 16:28:57.858883,Shipped,8572.25,9.98,Debit Card,9802 Sampson Villages Suite 381,3937 Clinton Walk,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
461000461,1000220,2025-09-03 16:28:57.858883,Delivered,4139.1,15.35,Credit Card,875 Alexander Pine Suite 162,540 Kenneth Extension Suite 289,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
462000462,1000220,2025-09-03 16:28:57.858883,Delivered,3824.68,12.75,Credit Card,1514 Clark Locks Suite 079,12220 Turner Oval,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
463000463,1000221,2025-09-02 16:28:57.858883,Delivered,2894.14,16.48,Credit Card,963 Salazar Roads,2139 Ann Course Suite 565,2025-09-02 16:28:57.858883,2025-09-02 16:28:57.858883
464000464,1000223,2025-08-27 16:28:57.858883,Delivered,2082.3,19.69,Debit Card,55690 Matthew Meadow,7349 Howell Greens Suite 397,2025-08-27 16:28:57.858883,2025-08-28 16:28:57.858883
465000465,1000224,2025-08-31 16:28:57.858883,Delivered,2664.71,7.59,Credit Card,29647 Alexandra Lock,460 Mcpherson Park,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883
466000466,1000224,2025-09-10 16:28:57.858883,Processing,3459.93,19.93,Credit Card,48896 Kent Stravenue,773 Gaines Island Suite 978,2025-09-10 16:28:57.858883,2025-09-10 16:28:57.858883
467000467,1000225,2025-09-12 16:28:57.858883,Pending,79.16,7.66,PayPal,80571 Clayton Trace,6931 Lauren Viaduct Apt. 722,2025-09-12 16:28:57.858883,2025-09-14 16:28:57.858883
468000468,1000225,2025-09-09 16:28:57.858883,Shipped,4301.44,14.38,PayPal,61525 Beck Squares,56104 Burns Camp Suite 786,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
469000469,1000226,2025-09-05 16:28:57.858883,Delivered,4126.72,9.18,Debit Card,315 Virginia Spurs,862 Olson Circle,2025-09-05 16:28:57.858883,2025-09-05 16:28:57.858883
470000470,1000227,2025-09-08 16:28:57.858883,Shipped,5480.4,16.24,PayPal,8979 Diana Parkways,19186 Brittany Square Apt. 134,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883
471000471,1000227,2025-09-08 16:28:57.858883,Shipped,1227.53,15.66,Debit Card,37986 Wood Fields Apt. 636,295 Debra Hills,2025-09-08 16:28:57.858883,2025-09-10 16:28:57.858883
472000472,1000228,2025-08-27 16:28:57.858883,Delivered,1947.22,5.2,Credit Card,47877 Denise Wells Apt. 046,6528 Black Trace,2025-08-27 16:28:57.858883,2025-08-28 16:28:57.858883
473000473,1000228,2025-08-27 16:28:57.858883,Delivered,897.37,15.72,Credit Card,879 Andrews Way,30292 Jacobs Crescent,2025-08-27 16:28:57.858883,2025-08-27 16:28:57.858883
474000474,1000228,2025-08-27 16:28:57.858883,Delivered,2364.48,11.58,PayPal,271 Ann Burgs Apt. 666,34228 Nelson Common Apt. 408,2025-08-27 16:28:57.858883,2025-08-29 16:28:57.858883
475000475,1000229,2025-09-07 16:28:57.858883,Shipped,3783.38,5.62,Credit Card,2893 Herrera Estate Apt. 346,43618 Travis Corner Suite 304,2025-09-07 16:28:57.858883,2025-09-08 16:28:57.858883
476000476,1000229,2025-09-05 16:28:57.858883,Delivered,3562.69,10.94,PayPal,500 Dunlap Hills Suite 269,75193 Peterson Mission,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883
477000477,1000230,2025-08-19 16:28:57.858883,Delivered,1944.38,13.92,PayPal,86602 Brown Forest Suite 081,58164 Robinson Courts,2025-08-19 16:28:57.858883,2025-08-20 16:28:57.858883
478000478,1000230,2025-09-02 16:28:57.858883,Delivered,7305.02,10.97,Credit Card,0412 Ashley Drive Apt. 816,08628 Harrison Meadow,2025-09-02 16:28:57.858883,2025-09-02 16:28:57.858883
479000479,1000231,2025-08-23 16:28:57.858883,Delivered,879.57,5.34,Credit Card,235 Vanessa Orchard Suite 701,25935 Ward Estate,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
480000480,1000231,2025-08-23 16:28:57.858883,Delivered,4451.87,18.25,PayPal,7147 Bush Fort,23309 Norris Ferry,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
481000481,1000231,2025-09-01 16:28:57.858883,Delivered,1290.15,17.98,Debit Card,477 West Meadows,213 Maurice Union Apt. 910,2025-09-01 16:28:57.858883,2025-09-03 16:28:57.858883
482000482,1000232,2025-09-07 16:28:57.858883,Shipped,843.95,6.79,Credit Card,0113 Kathryn Island,29945 Jack Manors,2025-09-07 16:28:57.858883,2025-09-09 16:28:57.858883
483000483,1000232,2025-08-27 16:28:57.858883,Delivered,4163.85,17.32,PayPal,2122 Ashley Cove Suite 143,826 Candace Divide Suite 319,2025-08-27 16:28:57.858883,2025-08-27 16:28:57.858883
484000484,1000232,2025-09-09 16:28:57.858883,Shipped,1161.23,13.51,PayPal,462 Friedman Spurs,4859 Cervantes Brooks,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
485000485,1000232,2025-08-28 16:28:57.858883,Delivered,3716.34,5.84,PayPal,59434 Laurie Court Suite 956,57527 Haynes Orchard Suite 653,2025-08-28 16:28:57.858883,2025-08-29 16:28:57.858883
486000486,1000232,2025-08-30 16:28:57.858883,Delivered,1455.62,19.31,Debit Card,86298 Sims Avenue Suite 346,2434 Yang View,2025-08-30 16:28:57.858883,2025-08-31 16:28:57.858883
487000487,1000232,2025-08-23 16:28:57.858883,Delivered,6224.13,7.29,PayPal,1021 Conner Meadows,23820 Jordan Shore,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
488000488,1000233,2025-09-12 16:28:57.858883,Pending,838.17,9.55,PayPal,05018 Brenda Courts,2422 Rickey Stravenue Suite 572,2025-09-12 16:28:57.858883,2025-09-13 16:28:57.858883
489000489,1000236,2025-08-25 16:28:57.858883,Delivered,1037.58,5.54,Debit Card,14279 Decker Locks,8898 Davis Plain Suite 456,2025-08-25 16:28:57.858883,2025-08-26 16:28:57.858883
490000490,1000237,2025-08-29 16:28:57.858883,Delivered,200.06,16.55,Credit Card,453 Ashley Summit Suite 506,5766 Cochran Mountains,2025-08-29 16:28:57.858883,2025-08-31 16:28:57.858883
491000491,1000237,2025-08-31 16:28:57.858883,Delivered,1648.71,10.16,PayPal,4612 Booker Roads,9316 Rachel Spur Apt. 763,2025-08-31 16:28:57.858883,2025-08-31 16:28:57.858883
492000492,1000237,2025-09-09 16:28:57.858883,Shipped,2878.07,17.7,PayPal,416 Merritt Street Apt. 936,26586 Ayers Pike Suite 931,2025-09-09 16:28:57.858883,2025-09-09 16:28:57.858883
493000493,1000237,2025-09-05 16:28:57.858883,Delivered,4762.7,8.25,PayPal,64918 Bowman Circles,218 Janet Square Apt. 731,2025-09-05 16:28:57.858883,2025-09-07 16:28:57.858883
494000494,1000238,2025-08-27 16:28:57.858883,Delivered,2307.67,15.43,Credit Card,49266 Christopher Run Suite 087,3384 Bennett Ridge,2025-08-27 16:28:57.858883,2025-08-27 16:28:57.858883
495000495,1000239,2025-08-28 16:28:57.858883,Delivered,2984.07,12.72,Credit Card,72767 Adams Street,8484 James Ferry Apt. 335,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883
496000496,1000240,2025-08-21 16:28:57.858883,Delivered,3033.48,12.39,Credit Card,1130 Young Common Suite 602,6373 Anna Manor,2025-08-21 16:28:57.858883,2025-08-23 16:28:57.858883
497000497,1000241,2025-08-28 16:28:57.858883,Delivered,4004.02,18.95,Credit Card,6455 Tamara Square,003 Eaton Estates,2025-08-28 16:28:57.858883,2025-08-30 16:28:57.858883
498000498,1000242,2025-09-10 16:28:57.858883,Processing,1876.84,13.56,Credit Card,8637 Stanton Run Suite 161,6924 Casey Turnpike,2025-09-10 16:28:57.858883,2025-09-12 16:28:57.858883
499000499,1000242,2025-09-10 16:28:57.858883,Processing,3210.89,17.07,PayPal,021 Williams Trafficway,9232 Ashley Bridge Suite 797,2025-09-10 16:28:57.858883,2025-09-10 16:28:57.858883
500000500,1000242,2025-09-10 16:28:57.858883,Processing,948.7,10.48,Debit Card,69112 Daniels Grove Apt. 070,572 Sanchez Trail Suite 859,2025-09-10 16:28:57.858883,2025-09-10 16:28:57.858883
501000501,1000243,2025-09-06 16:28:57.858883,Delivered,3619.61,8.68,Credit Card,623 Megan Groves Suite 314,62288 Joseph Meadow,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
502000502,1000243,2025-08-22 16:28:57.858883,Delivered,4406.47,17.52,PayPal,2995 Avery Pines Apt. 505,757 Phillips Parkway Apt. 581,2025-08-22 16:28:57.858883,2025-08-22 16:28:57.858883
503000503,1000244,2025-09-03 16:28:57.858883,Delivered,1593.32,19.7,PayPal,873 Terry Brooks,72371 Andrew Avenue,2025-09-03 16:28:57.858883,2025-09-05 16:28:57.858883
504000504,1000244,2025-09-03 16:28:57.858883,Delivered,2514.44,18.74,Debit Card,077 Lee Street Apt. 808,4250 Ross Ferry,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
505000505,1000244,2025-09-03 16:28:57.858883,Delivered,2692.65,9.96,Debit Card,5956 Kennedy Stream,947 Melanie Loop,2025-09-03 16:28:57.858883,2025-09-05 16:28:57.858883
506000506,1000244,2025-09-03 16:28:57.858883,Delivered,2784.59,19.86,Credit Card,255 Tiffany Knolls,78284 Kyle Ranch Suite 687,2025-09-03 16:28:57.858883,2025-09-04 16:28:57.858883
507000507,1000245,2025-08-23 16:28:57.858883,Delivered,903.68,8.6,Debit Card,09731 Jenkins Fords,3300 Miller Center,2025-08-23 16:28:57.858883,2025-08-24 16:28:57.858883
508000508,1000245,2025-08-23 16:28:57.858883,Delivered,5677.69,9.06,PayPal,282 Mitchell Groves,980 Barrera Street Apt. 306,2025-08-23 16:28:57.858883,2025-08-23 16:28:57.858883
509000509,1000248,2025-09-06 16:28:57.858883,Delivered,951.36,9.21,PayPal,0738 Emily Square Apt. 858,62690 Goodwin Drive,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
510000510,1000248,2025-09-06 16:28:57.858883,Delivered,680.13,5.33,Debit Card,7994 Moss Spurs Suite 491,8509 Russell Square,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
511000511,1000248,2025-09-06 16:28:57.858883,Delivered,3180.54,17.58,PayPal,47452 Cooley Mountain,142 Alexandra Point,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
512000512,1000248,2025-09-06 16:28:57.858883,Delivered,2741.82,10.99,Debit Card,35152 Moore Extensions,6955 Franklin Stravenue,2025-09-06 16:28:57.858883,2025-09-07 16:28:57.858883
513000513,1000249,2025-09-01 16:28:57.858883,Delivered,4307.48,9.53,Credit Card,5168 Christopher Mission Suite 382,80982 Christopher Lights,2025-09-01 16:28:57.858883,2025-09-01 16:28:57.858883
514000514,1000249,2025-09-02 16:28:57.858883,Delivered,842.94,16.65,Credit Card,71983 Madden Manor Apt. 424,6837 Jason Forge,2025-09-02 16:28:57.858883,2025-09-03 16:28:57.858883
515000515,1000249,2025-09-08 16:28:57.858883,Shipped,2449.67,10.77,Debit Card,82052 Randy Hollow Suite 665,499 Jennifer Throughway,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
516000516,1000249,2025-08-24 16:28:57.858883,Delivered,1565.73,13.17,PayPal,7697 Richard Ways Apt. 954,3544 Green Forge,2025-08-24 16:28:57.858883,2025-08-24 16:28:57.858883
517000517,1000250,2025-09-04 16:28:57.858883,Delivered,3269.44,16.65,PayPal,2223 Osborne Run Suite 947,2508 Catherine Forest Suite 359,2025-09-04 16:28:57.858883,2025-09-06 16:28:57.858883
518000518,1000250,2025-08-31 16:28:57.858883,Delivered,1116.57,8.3,Credit Card,21820 Robert Club Apt. 670,1613 Schwartz Village Suite 114,2025-08-31 16:28:57.858883,2025-09-02 16:28:57.858883
519000519,1000252,2025-09-01 16:28:57.858883,Delivered,5995.55,5.27,Credit Card,96664 Ryan Ports Suite 400,284 Sean Port Suite 898,2025-09-01 16:28:57.858883,2025-09-02 16:28:57.858883
520000520,1000253,2025-09-08 16:28:57.858883,Shipped,2557.24,12.96,Credit Card,737 Davis Inlet Suite 120,018 Amanda Run,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
521000521,1000253,2025-09-08 16:28:57.858883,Shipped,3180.85,15.95,PayPal,244 Brendan Drive Apt. 640,6416 Adrian Village,2025-09-08 16:28:57.858883,2025-09-09 16:28:57.858883
522000522,1000254,2025-09-08 16:28:57.858883,Shipped,385.34,8.14,Debit Card,7468 Marissa Hollow Apt. 668,0865 Scott Ferry Suite 211,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
523000523,1000254,2025-09-02 16:28:57.858883,Delivered,1521.01,18.34,PayPal,6437 Delgado Village,9889 James Common Apt. 551,2025-09-02 16:28:57.858883,2025-09-04 16:28:57.858883
524000524,1000254,2025-09-02 16:28:57.858883,Delivered,2892.28,18.35,PayPal,515 Carney Mall Apt. 771,583 Ethan Ferry,2025-09-02 16:28:57.858883,2025-09-02 16:28:57.858883
525000525,1000256,2025-09-08 16:28:57.858883,Shipped,740.85,19.47,Debit Card,27865 Sanchez Mission Suite 009,82851 Timothy Locks,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
526000526,1000256,2025-09-08 16:28:57.858883,Shipped,606.9,12.94,Debit Card,045 Beck Knoll Apt. 290,473 Newton Creek Apt. 246,2025-09-08 16:28:57.858883,2025-09-08 16:28:57.858883
527000527,1000257,2025-09-06 16:28:57.858883,Delivered,324.55,18.57,PayPal,33796 Patricia Courts,992 Catherine Square,2025-09-06 16:28:57.858883,2025-09-06 16:28:57.858883
528000528,1000257,2025-08-26 16:28:57.858883,Delivered,1871.55,11.45,PayPal,63237 Mcmahon Summit Apt. 361,756 Jacqueline Burg Suite 057,2025-08-26 16:28:57.858883,2025-08-26 16:28:57.858883
