CUSTOMER_ID,EMAIL,FIRST_NAME,LAST_NAME,AGE,GENDER,ANNUAL_INCOME,MARITAL_STATUS,EDUCATION,LOCATION_TYPE,CITY,STATE,COUNTRY,SIGNUP_DATE,LAST_LOGIN,PREFERRED_CHANNEL,IS_ACTIVE,DATA_SOURCE,BATCH_ID,LOADED_AT
395,jessicabeasley@example.com,Jerry,Jones,43,F,15171,Widowed,Some College,Suburban,South Gina,Nebraska,USA,2023-01-24 00:00:00.000,2023-02-22T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
396,melissagraves@example.org,Nicholas,Martin,51,M,71230,Single,Master,Urban,Hernandezbury,Delaware,USA,2024-09-13 00:00:00.000,2024-09-19T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
397,tmartin@example.net,Danielle,Sanchez,49,M,26697,Widowed,PhD,Suburban,East Teresa,Alaska,USA,2023-07-02 00:00:00.000,2023-07-13T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
398,kevin32@example.com,Mario,Brown,28,F,96594,Divorced,Bachelor,Rural,Ronaldshire,Georgia,USA,2024-09-05 00:00:00.000,2024-09-08T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
399,stacey13@example.net,David,Carter,44,Other,85445,Divorced,PhD,Rural,New Ruthbury,Michigan,USA,2024-10-10 00:00:00.000,2024-10-27T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
400,pfriedman@example.net,Justin,Walker,45,F,65892,Widowed,Bachelor,Suburban,New Corey,Kentucky,USA,2024-02-18 00:00:00.000,2024-02-23T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
401,ascott@example.com,Jose,Chambers,59,Other,49518,Divorced,Master,Rural,Mendezfort,Rhode Island,USA,2023-01-04 00:00:00.000,2023-01-09T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
402,perezjoseph@example.com,Samuel,Carson,46,Other,51131,Widowed,Master,Suburban,Phillipsland,New Hampshire,USA,2024-01-28 00:00:00.000,2024-02-03T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
403,ecurtis@example.org,Johnny,Jones,38,M,55724,Single,PhD,Rural,West Andrewberg,Oklahoma,USA,2023-08-18 00:00:00.000,2023-09-10T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
404,amybenson@example.net,Jonathan,Robinson,48,Other,50637,Married,Some College,Rural,Lake Jennifer,Louisiana,USA,2023-11-29 00:00:00.000,2023-12-19T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
406,esmith@example.net,Lance,Green,42,F,51808,Divorced,Some College,Urban,Lake Crystalfort,Kansas,USA,2023-06-15 00:00:00.000,2023-06-30T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
437,kbean@example.com,Stacey,Meyer,24,M,43072,Divorced,Master,Rural,Contrerasbury,Tennessee,USA,2024-04-12 00:00:00.000,2024-04-20T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
378,patriciaarmstrong@example.org,Elizabeth,Tran,30,M,143971,Married,Some College,Rural,East Aaronshire,Oregon,USA,2024-07-01 00:00:00.000,2024-07-16T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
405,uturner@example.net,Julie,Martin,63,M,38161,Widowed,PhD,Rural,West Chase,Connecticut,USA,2024-01-15 00:00:00.000,2024-02-11T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
407,nicholas27@example.org,Lisa,Harrell,66,M,70896,Divorced,High School,Urban,Kylietown,Missouri,USA,2023-11-27 00:00:00.000,2023-12-03T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
436,katherine41@example.com,Christopher,Flowers,42,M,41051,Widowed,Some College,Rural,Williamsshire,North Carolina,USA,2024-03-16 00:00:00.000,2024-04-10T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
410,brittanymartin@example.com,Kevin,Thompson,46,Other,96964,Widowed,PhD,Suburban,West Linda,Pennsylvania,USA,2023-02-03 00:00:00.000,2023-03-02T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
411,xmorales@example.net,Paul,Dunlap,37,F,107280,Single,PhD,Rural,South Dalton,Ohio,USA,2024-03-03 00:00:00.000,2024-03-20T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
412,summerscheyenne@example.org,Devon,Wilson,79,Other,54114,Single,Bachelor,Suburban,North Michaelshire,Nebraska,USA,2024-05-07 00:00:00.000,2024-06-02T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
413,christopher36@example.org,Maria,Smith,38,F,108601,Widowed,Master,Urban,North Elizabeth,Georgia,USA,2024-01-08 00:00:00.000,2024-01-11T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
414,thomasrich@example.net,Jon,Crane,68,M,49314,Married,Bachelor,Suburban,Campostown,Arizona,USA,2024-08-16 00:00:00.000,2024-09-06T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
415,lorettaphelps@example.org,Brittany,Smith,38,F,56546,Married,Bachelor,Urban,Lake Michelle,Arkansas,USA,2023-09-06 00:00:00.000,2023-09-16T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
416,taylorjennifer@example.net,Kathy,Bryant,24,Other,37440,Widowed,Some College,Suburban,West Michael,Kentucky,USA,2024-04-14 00:00:00.000,2024-04-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
417,maryjohnson@example.net,Joseph,Brewer,29,F,41966,Divorced,PhD,Suburban,West Debra,California,USA,2023-12-05 00:00:00.000,2023-12-24T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
418,james16@example.net,Heather,Kim,44,Other,72026,Divorced,High School,Urban,North Kennethbury,West Virginia,USA,2023-06-01 00:00:00.000,2023-06-29T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
419,chenkimberly@example.com,Ashley,Todd,68,F,35049,Married,PhD,Rural,North Tom,Texas,USA,2023-10-26 00:00:00.000,2023-11-04T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
420,daniel83@example.com,Jennifer,Duarte,59,F,58580,Married,Some College,Urban,Port Shanetown,Maine,USA,2024-11-20 00:00:00.000,2024-12-09T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
421,ritajohnson@example.org,Jackson,Ferguson,44,Other,85244,Married,High School,Urban,Lake Luis,Georgia,USA,2023-09-21 00:00:00.000,2023-10-09T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
422,terrypam@example.org,Erika,Collins,28,F,76472,Divorced,PhD,Rural,Lake Kristinville,New Jersey,USA,2023-01-13 00:00:00.000,2023-02-09T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
423,michaelwolf@example.com,Hannah,Garcia,47,M,79773,Divorced,Some College,Rural,Katherineborough,Connecticut,USA,2024-09-25 00:00:00.000,2024-10-22T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
424,madisonsimpson@example.com,Kyle,Ross,49,F,138659,Widowed,Some College,Rural,Robertburgh,North Carolina,USA,2024-01-19 00:00:00.000,2024-02-03T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
425,annaelliott@example.net,Brenda,Perry,35,M,49070,Single,Bachelor,Urban,New Lisa,New Mexico,USA,2024-01-24 00:00:00.000,2024-02-02T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
426,qmaldonado@example.org,Daniel,Hester,35,Other,48335,Single,Some College,Suburban,West Michelle,New Mexico,USA,2023-10-12 00:00:00.000,2023-10-27T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
427,nhale@example.com,Ashley,Floyd,35,M,100670,Married,Some College,Suburban,New Brenda,North Dakota,USA,2024-10-15 00:00:00.000,2024-11-05T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
428,maciaslaura@example.com,Jaclyn,Sexton,66,F,47877,Single,Bachelor,Rural,New Tonyaport,Georgia,USA,2023-04-12 00:00:00.000,2023-05-12T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
429,rwalker@example.org,Luis,Jackson,32,M,79142,Single,Master,Rural,West Xavier,Arkansas,USA,2024-07-04 00:00:00.000,2024-07-20T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
430,elambert@example.net,Joseph,Hicks,36,Other,83987,Married,Some College,Rural,Martinbury,Massachusetts,USA,2023-07-07 00:00:00.000,2023-07-29T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
431,juliahenson@example.net,Abigail,Daniel,48,F,19527,Divorced,High School,Rural,Lake Christine,Alaska,USA,2024-09-15 00:00:00.000,2024-09-21T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
432,hailey66@example.com,Kristin,Strickland,68,M,118876,Divorced,High School,Urban,Adkinsview,Texas,USA,2023-03-07 00:00:00.000,2023-03-14T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
433,jcastro@example.org,Kathleen,Cooper,35,F,53368,Widowed,High School,Rural,South Michael,Wisconsin,USA,2024-08-18 00:00:00.000,2024-09-15T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
434,gzhang@example.com,Kyle,Sanchez,49,M,75033,Married,Master,Urban,Matthewsbury,Montana,USA,2024-10-11 00:00:00.000,2024-10-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
435,linsteven@example.org,Daniel,Li,54,Other,125306,Married,PhD,Suburban,Allisonstad,Maryland,USA,2023-04-13 00:00:00.000,2023-04-22T00:00:00.000,Email,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
408,nathansanchez@example.org,Kimberly,Lopez,60,Other,20433,Widowed,Some College,Urban,New Deborah,North Dakota,USA,2023-09-08 00:00:00.000,2023-09-22T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
438,qclements@example.com,Carla,Bullock,44,Other,118836,Widowed,PhD,Suburban,Mathewston,New Hampshire,USA,2023-12-03 00:00:00.000,2024-01-02T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
439,cramirez@example.net,Ashley,Gonzales,37,M,71713,Divorced,Bachelor,Rural,Kaylamouth,North Dakota,USA,2024-06-28 00:00:00.000,2024-07-15T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
472,steven26@example.com,Heather,Johnson,54,M,62024,Married,Some College,Suburban,South Leviland,Indiana,USA,2023-11-19 00:00:00.000,2023-11-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
440,suttonarthur@example.net,Peggy,Ramsey,44,M,100651,Married,Master,Urban,Lake Troyton,New Mexico,USA,2024-03-26 00:00:00.000,2024-04-05T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
442,adambarton@example.org,Andrea,Smith,37,F,96324,Married,Some College,Urban,East Michaelfort,Tennessee,USA,2024-03-29 00:00:00.000,2024-04-22T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
443,carsonanthony@example.com,Troy,Armstrong,55,F,120401,Divorced,PhD,Suburban,Harrismouth,Virginia,USA,2024-05-28 00:00:00.000,2024-05-31T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
444,andersoncurtis@example.com,Joshua,Fuller,53,M,54221,Married,Bachelor,Urban,Harrismouth,Vermont,USA,2024-09-16 00:00:00.000,2024-09-22T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
445,usullivan@example.com,Julie,Howell,53,Other,98261,Married,Bachelor,Rural,Lake Charles,New Hampshire,USA,2023-06-11 00:00:00.000,2023-06-26T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
446,holly34@example.org,Samuel,Lambert,57,Other,80218,Divorced,Some College,Suburban,Sellershaven,Utah,USA,2024-03-02 00:00:00.000,2024-03-17T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
447,aaron74@example.org,James,Grant,61,F,100078,Divorced,Bachelor,Suburban,Mendozahaven,Michigan,USA,2023-11-10 00:00:00.000,2023-11-19T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
448,bmcgrath@example.com,Catherine,Clarke,65,M,84461,Widowed,High School,Suburban,New Kayla,South Dakota,USA,2024-03-03 00:00:00.000,2024-03-14T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
449,andersonphillip@example.net,Kayla,Gordon,42,F,69401,Single,Some College,Urban,North Julie,Massachusetts,USA,2024-04-12 00:00:00.000,2024-05-03T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
450,jose76@example.com,Marcus,Rivas,63,M,40491,Divorced,Master,Suburban,Olsonton,California,USA,2024-01-18 00:00:00.000,2024-01-28T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
451,dwarren@example.org,Christina,Davis,50,M,53199,Widowed,Bachelor,Urban,East Ginashire,North Carolina,USA,2023-07-24 00:00:00.000,2023-07-26T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
452,jamiehopkins@example.org,Monica,Ortiz,45,Other,103353,Widowed,High School,Rural,West Tommyville,California,USA,2024-05-06 00:00:00.000,2024-05-18T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
377,lrichardson@example.org,Nathan,Garcia,30,Other,96609,Single,PhD,Rural,Michaelchester,Vermont,USA,2024-01-01 00:00:00.000,2024-01-13T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
453,kevinfischer@example.net,Brandi,Macdonald,47,M,66393,Divorced,PhD,Rural,Jamesmouth,South Dakota,USA,2024-05-13 00:00:00.000,2024-05-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
455,christopherbutler@example.org,Susan,Reyes,54,Other,129897,Single,Bachelor,Rural,Adamsland,Virginia,USA,2023-05-18 00:00:00.000,2023-05-31T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
456,sabrina94@example.org,Lucas,Brown,40,F,71574,Married,PhD,Urban,West Jaredside,Indiana,USA,2024-08-26 00:00:00.000,2024-09-09T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
457,douglasjennings@example.org,Clarence,Collins,48,Other,112323,Divorced,PhD,Rural,Sarahside,Rhode Island,USA,2024-07-13 00:00:00.000,2024-08-08T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
458,michaelaustin@example.org,Ryan,Watkins,43,M,73370,Divorced,Bachelor,Suburban,Port Tonyton,New Mexico,USA,2023-05-24 00:00:00.000,2023-06-16T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
459,christopherallison@example.net,Jennifer,Turner,54,M,70598,Widowed,Bachelor,Suburban,South Kevinport,Alabama,USA,2024-04-24 00:00:00.000,2024-04-30T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
460,zbrown@example.com,Samuel,West,38,F,70822,Single,Some College,Urban,Collinsburgh,Maine,USA,2023-09-23 00:00:00.000,2023-10-13T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
461,trevorespinoza@example.net,Patricia,Bennett,61,M,34204,Single,PhD,Suburban,South Johnfort,Utah,USA,2024-05-13 00:00:00.000,2024-05-13T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
462,amy24@example.org,Tina,Hudson,46,Other,43996,Divorced,PhD,Suburban,Port Christopher,Kansas,USA,2023-02-02 00:00:00.000,2023-02-11T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
463,sjordan@example.org,Jacob,Torres,62,Other,19304,Single,PhD,Urban,East Sarahbury,Utah,USA,2023-03-10 00:00:00.000,2023-03-27T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
464,hannahdavis@example.org,Amber,Carey,36,M,76316,Widowed,PhD,Rural,Garciaburgh,Iowa,USA,2024-06-09 00:00:00.000,2024-06-15T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
465,kurt09@example.com,Carrie,Johnson,68,F,63027,Widowed,Master,Rural,Petersenville,Iowa,USA,2024-03-17 00:00:00.000,2024-03-21T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
466,hterry@example.org,Patricia,Morrison,36,Other,121434,Divorced,Master,Rural,Lake Jacqueline,Idaho,USA,2023-07-06 00:00:00.000,2023-07-30T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
467,currydavid@example.org,Megan,Cordova,23,M,15000,Widowed,PhD,Suburban,West Shawnfurt,Oregon,USA,2024-03-18 00:00:00.000,2024-03-18T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
454,charlene50@example.com,Kristina,Cross,24,F,87387,Divorced,PhD,Suburban,Lake Judy,New Hampshire,USA,2024-10-16 00:00:00.000,2024-10-30T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
441,dcole@example.com,Anna,Holt,82,M,49073,Single,Master,Rural,Hunterton,Ohio,USA,2023-06-17 00:00:00.000,2023-06-26T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
468,meyerscott@example.net,Mark,Rose,51,M,49938,Married,Bachelor,Suburban,East Douglas,Massachusetts,USA,2023-01-20 00:00:00.000,2023-01-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
473,mwilliams@example.com,Matthew,Griffith,72,M,32897,Divorced,High School,Urban,Jonesburgh,West Virginia,USA,2023-08-27 00:00:00.000,2023-09-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
469,claudiabarrera@example.net,Tracie,Jones,29,Other,86250,Divorced,PhD,Suburban,Port Kevintown,Delaware,USA,2024-08-21 00:00:00.000,2024-09-10T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
474,feliciakaufman@example.net,Krista,Walters,22,M,44242,Widowed,Some College,Suburban,Fullerstad,Massachusetts,USA,2024-01-20 00:00:00.000,2024-01-21T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
475,perkinsann@example.net,Jeffrey,Guerrero,44,M,72300,Widowed,PhD,Urban,Lake Johnland,Maryland,USA,2023-07-23 00:00:00.000,2023-07-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
476,vparker@example.org,Amy,Stephens,41,Other,75561,Single,Some College,Urban,South Austin,Wisconsin,USA,2024-08-15 00:00:00.000,2024-08-18T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
477,benjaminlee@example.com,Adam,Alexander,26,Other,108312,Divorced,Master,Urban,Daviston,Kentucky,USA,2024-01-02 00:00:00.000,2024-01-08T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
478,ramirezjason@example.org,Laura,Jones,43,F,98518,Divorced,PhD,Urban,Danaside,Oklahoma,USA,2024-01-04 00:00:00.000,2024-02-03T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
479,burtonmelissa@example.com,Timothy,Rodriguez,50,F,78702,Widowed,High School,Suburban,Ingramfort,Indiana,USA,2024-01-25 00:00:00.000,2024-02-05T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
480,joneskristina@example.org,Sara,Martinez,53,Other,78431,Divorced,Some College,Rural,Elliottmouth,Mississippi,USA,2024-03-20 00:00:00.000,2024-03-22T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
481,trobertson@example.com,William,Brown,54,F,104874,Single,Bachelor,Rural,East Autumnshire,Idaho,USA,2024-02-04 00:00:00.000,2024-02-24T00:00:00.000,Mobile App,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
482,hansonkeith@example.com,Stephen,Henry,47,M,86270,Single,Some College,Rural,North Paulmouth,Indiana,USA,2023-09-12 00:00:00.000,2023-09-16T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
483,campbellbrittany@example.org,Kenneth,Maldonado,43,M,108203,Married,Bachelor,Suburban,Maciastown,Missouri,USA,2023-02-09 00:00:00.000,2023-02-28T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
484,edward74@example.org,Tanya,Martinez,34,M,119028,Married,PhD,Urban,Tiffanyberg,New Hampshire,USA,2024-03-05 00:00:00.000,2024-03-28T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
485,kyle82@example.net,Elizabeth,Porter,44,M,22076,Single,Master,Urban,New Cameronville,Iowa,USA,2023-04-23 00:00:00.000,2023-05-02T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
486,lewisholly@example.com,Gerald,Moody,46,Other,44568,Divorced,High School,Urban,Justinview,Massachusetts,USA,2023-09-29 00:00:00.000,2023-10-09T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
487,davidsanders@example.net,Lindsey,Bender,57,Other,45421,Married,Master,Urban,Evansport,Kentucky,USA,2023-02-05 00:00:00.000,2023-02-22T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
488,danielhawkins@example.org,Kenneth,Mcgrath,38,M,15000,Married,High School,Urban,Osborneport,Arkansas,USA,2024-06-21 00:00:00.000,2024-07-02T00:00:00.000,Web,False,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
489,porterstephanie@example.com,Walter,Taylor,38,M,15000,Widowed,Master,Suburban,New Paulside,Georgia,USA,2023-03-09 00:00:00.000,2023-04-05T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
490,charlesrivera@example.net,William,Romero,21,Other,87812,Single,Bachelor,Suburban,Kennethport,Michigan,USA,2024-09-09 00:00:00.000,2024-09-24T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
491,jodi34@example.org,Patricia,Fernandez,56,Other,77763,Divorced,PhD,Rural,Lindsayville,North Carolina,USA,2024-11-03 00:00:00.000,2024-11-25T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
492,melissa29@example.com,John,Kelley,30,M,63568,Married,Some College,Rural,Lake Lauren,South Carolina,USA,2024-08-07 00:00:00.000,2024-08-11T00:00:00.000,Web,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
493,michael64@example.org,Jonathan,Johnson,44,Other,30249,Single,Master,Suburban,West Courtneyport,Texas,USA,2023-03-26 00:00:00.000,2023-04-23T00:00:00.000,Email,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
494,steve49@example.org,Samantha,George,67,F,91320,Married,Bachelor,Suburban,Teresafort,Tennessee,USA,2023-08-20 00:00:00.000,2023-09-11T00:00:00.000,Mobile App,True,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
