ORDER_ID,CUSTOMER_ID,ORDER_DATE,STATUS,TOTAL_AMOUNT,SHIPPING_COST,PAYMENT_METHOD,SHIPPING_ADDRESS,BILLING_ADDRESS,CREATED_AT,UPDATED_AT,DATA_SOURCE,BATCH_ID,LOADED_AT
1995,389,2024-10-31 00:00:00.000,Delivered,2137.67,17.88,Debit Card,0944 Guy Isle,2800 Benjamin Stream Apt. 086,2024-10-31 00:00:00.000,2024-11-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
1996,390,2023-12-29 00:00:00.000,Delivered,1665.34,16.11,PayPal,416 Hernandez Lodge,489 Smith Springs Suite 978,2023-12-29 00:00:00.000,2024-01-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
1997,390,2024-06-13 00:00:00.000,Delivered,3178.91,19.67,Debit Card,2542 Robert Fort Apt. 176,6923 Cross Green Apt. 843,2024-06-13 00:00:00.000,2024-06-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
1998,390,2024-01-24 00:00:00.000,Delivered,3140.53,9.14,Credit Card,8444 Brandon Meadows,73066 Angela Roads,2024-01-24 00:00:00.000,2024-01-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
1999,391,2024-02-16 00:00:00.000,Delivered,2940.84,5.05,Credit Card,11823 James Haven Suite 422,379 Monique Shoals Suite 996,2024-02-16 00:00:00.000,2024-02-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2000,391,2024-08-29 00:00:00.000,Delivered,1922.71,18.62,PayPal,88415 Amy Island,327 Johns Pike,2024-08-29 00:00:00.000,2024-09-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2001,391,2024-02-26 00:00:00.000,Delivered,3394.59,14.35,PayPal,1028 Oscar Parkways Suite 666,663 Robinson Squares,2024-02-26 00:00:00.000,2024-02-26 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2002,391,2024-01-31 00:00:00.000,Delivered,3568.43,18.14,PayPal,5513 Tanya Union Suite 617,876 Shaw Walk Suite 596,2024-01-31 00:00:00.000,2024-01-31 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2003,392,2024-01-31 00:00:00.000,Delivered,4621.71,12.27,Credit Card,579 Johnson Ville,364 Omar Light Suite 971,2024-01-31 00:00:00.000,2024-02-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2032,398,2024-09-18 00:00:00.000,Delivered,2398.44,18.77,Debit Card,6211 Stevens Shores Suite 385,225 David Underpass,2024-09-18 00:00:00.000,2024-09-21 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
1977,387,2024-12-04 00:00:00.000,Delivered,887.74,12.01,Debit Card,204 Carla Locks,94562 Debbie Divide Apt. 853,2024-12-04 00:00:00.000,2024-12-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2006,393,2024-06-30 00:00:00.000,Delivered,2610.37,18.95,Credit Card,4989 Joshua Gardens,23879 Lewis Plains,2024-06-30 00:00:00.000,2024-07-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2007,393,2024-10-27 00:00:00.000,Delivered,5748.06,14.68,Debit Card,8168 Amanda Parkway,65982 Kristen Circle,2024-10-27 00:00:00.000,2024-10-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2008,393,2024-10-09 00:00:00.000,Delivered,4135.59,9.65,Credit Card,80161 Vargas Hills Apt. 946,888 Morris Ranch,2024-10-09 00:00:00.000,2024-10-09 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2009,393,2024-08-17 00:00:00.000,Delivered,794.71,18.78,Debit Card,43762 Martinez Mountain,48458 Tate Springs Suite 697,2024-08-17 00:00:00.000,2024-08-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2010,393,2024-08-13 00:00:00.000,Delivered,1759.37,5.13,Debit Card,77076 Michael Course,627 Denise Inlet,2024-08-13 00:00:00.000,2024-08-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2011,393,2024-08-15 00:00:00.000,Delivered,4876.82,9.01,Credit Card,89795 Janice Brook Suite 384,700 Mendoza Hills,2024-08-15 00:00:00.000,2024-08-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2012,393,2024-08-18 00:00:00.000,Delivered,540.0,19.26,Debit Card,5961 Lisa Road,758 James Parks,2024-08-18 00:00:00.000,2024-08-20 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2013,393,2024-12-06 00:00:00.000,Delivered,685.95,7.52,PayPal,94091 Bond Forks,71082 Johnson Ridge Suite 015,2024-12-06 00:00:00.000,2024-12-10 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2014,394,2024-05-09 00:00:00.000,Delivered,287.48,10.16,Debit Card,6790 Watson Square Apt. 106,49083 Amber Forges Apt. 215,2024-05-09 00:00:00.000,2024-05-09 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2015,394,2024-11-25 00:00:00.000,Delivered,3609.55,9.55,PayPal,7615 Brian Branch,007 Phillips Pine,2024-11-25 00:00:00.000,2024-11-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2016,395,2024-01-28 00:00:00.000,Delivered,4760.2,17.11,Credit Card,852 Travis Lock Apt. 972,945 Jennifer Landing,2024-01-28 00:00:00.000,2024-01-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2017,396,2024-11-20 00:00:00.000,Delivered,3271.42,8.08,PayPal,1799 Ross Field,9849 Martinez Hollow,2024-11-20 00:00:00.000,2024-11-24 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2018,396,2024-11-25 00:00:00.000,Delivered,3546.16,6.38,Credit Card,4893 Vanessa Field,9906 Tucker Rapid,2024-11-25 00:00:00.000,2024-11-26 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2019,396,2024-11-20 00:00:00.000,Delivered,4121.2,5.98,Credit Card,3030 Angela Walk Apt. 191,9433 Hall Skyway Apt. 498,2024-11-20 00:00:00.000,2024-11-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2020,396,2024-11-29 00:00:00.000,Delivered,2581.1,19.73,Debit Card,565 John Harbors,137 Erika Plains,2024-11-29 00:00:00.000,2024-12-03 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2021,396,2024-10-30 00:00:00.000,Delivered,5378.44,13.61,Credit Card,42071 Teresa Forges,84699 Scott Hills,2024-10-30 00:00:00.000,2024-10-31 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2022,396,2024-09-21 00:00:00.000,Delivered,735.27,12.73,Credit Card,689 Woods Courts,71536 Swanson Springs,2024-09-21 00:00:00.000,2024-09-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2023,396,2024-09-24 00:00:00.000,Delivered,3480.45,19.85,Credit Card,802 Madeline Road Apt. 925,70896 Bailey Flat,2024-09-24 00:00:00.000,2024-09-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2024,396,2024-09-23 00:00:00.000,Delivered,4938.71,9.99,PayPal,76752 Hughes Mill Suite 790,2271 Torres Cape,2024-09-23 00:00:00.000,2024-09-24 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2025,397,2023-08-10 00:00:00.000,Delivered,1451.95,7.85,Credit Card,54410 Smith Mission,0965 Brown Drives Apt. 171,2023-08-10 00:00:00.000,2023-08-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2026,397,2024-09-25 00:00:00.000,Delivered,4052.15,12.99,Credit Card,7812 Brown Spring,77583 Hester Crossroad Apt. 241,2024-09-25 00:00:00.000,2024-09-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2027,397,2024-08-22 00:00:00.000,Delivered,4463.0,10.41,PayPal,234 Richard Crest Suite 146,4388 Matthew Street Suite 527,2024-08-22 00:00:00.000,2024-08-24 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2028,398,2024-11-02 00:00:00.000,Delivered,4442.66,11.1,PayPal,6341 Brittney Shore Apt. 459,2003 Mark Tunnel,2024-11-02 00:00:00.000,2024-11-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2029,398,2024-10-13 00:00:00.000,Delivered,8933.2,6.8,PayPal,71511 Regina Vista Apt. 774,9544 Melinda Ways Suite 364,2024-10-13 00:00:00.000,2024-10-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2030,398,2024-11-20 00:00:00.000,Delivered,653.77,9.0,Credit Card,31502 Andrew Villages Suite 056,6024 Kaiser Mission Apt. 499,2024-11-20 00:00:00.000,2024-11-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2031,398,2024-10-14 00:00:00.000,Delivered,3656.53,15.27,Credit Card,90821 Stacey Lock Apt. 763,1142 Martin Islands,2024-10-14 00:00:00.000,2024-10-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2004,393,2024-10-20 00:00:00.000,Delivered,2155.05,16.0,PayPal,6694 Jonathan Unions Suite 018,49908 Walter Mall,2024-10-20 00:00:00.000,2024-10-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2033,398,2024-12-02 00:00:00.000,Delivered,275.98,14.24,Credit Card,76993 Marc Mills Suite 599,304 Pamela Rest Apt. 704,2024-12-02 00:00:00.000,2024-12-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2062,405,2024-06-20 00:00:00.000,Delivered,5137.76,11.61,Credit Card,754 White Knolls Suite 074,85776 Benjamin Mountains,2024-06-20 00:00:00.000,2024-06-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2063,406,2024-08-06 00:00:00.000,Delivered,2447.31,12.11,PayPal,79909 Denise Junctions,464 Hamilton Ridge,2024-08-06 00:00:00.000,2024-08-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2036,399,2024-10-20 00:00:00.000,Delivered,2025.19,14.49,Debit Card,329 Keller Skyway Apt. 135,51199 Watts Motorway Apt. 109,2024-10-20 00:00:00.000,2024-10-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2037,400,2024-05-15 00:00:00.000,Delivered,1858.61,14.76,Credit Card,96068 Lambert Mountain,12889 Higgins Groves,2024-05-15 00:00:00.000,2024-05-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2038,400,2024-11-14 00:00:00.000,Delivered,3835.36,7.9,Credit Card,9105 Bailey Key,280 Evans Estate Apt. 026,2024-11-14 00:00:00.000,2024-11-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2039,400,2024-02-19 00:00:00.000,Delivered,6070.16,5.17,Debit Card,017 Chase Harbors Suite 531,34761 Robinson Park Apt. 055,2024-02-19 00:00:00.000,2024-02-24 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2040,400,2024-08-16 00:00:00.000,Delivered,3998.7,12.38,Credit Card,9377 Sharon Forge Apt. 681,617 Daniel Pines,2024-08-16 00:00:00.000,2024-08-21 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2041,400,2024-05-31 00:00:00.000,Delivered,1506.74,7.37,Debit Card,0477 Mccarthy Drives,423 Moore Wall,2024-05-31 00:00:00.000,2024-06-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2042,401,2024-04-22 00:00:00.000,Delivered,3263.66,18.69,Debit Card,39806 Schmidt Avenue,913 Campbell Cliffs Suite 661,2024-04-22 00:00:00.000,2024-04-25 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2043,401,2023-05-15 00:00:00.000,Delivered,1490.82,8.81,Credit Card,49741 Vanessa Circles Apt. 122,66043 Daniel Orchard,2023-05-15 00:00:00.000,2023-05-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2044,401,2024-09-19 00:00:00.000,Delivered,871.08,10.24,PayPal,85048 Robinson Key,692 Morris Orchard Suite 687,2024-09-19 00:00:00.000,2024-09-20 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2045,402,2024-02-19 00:00:00.000,Delivered,2644.11,9.97,Debit Card,978 Haynes Mission Suite 521,3873 Sharon Corners Suite 297,2024-02-19 00:00:00.000,2024-02-20 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2046,402,2024-10-18 00:00:00.000,Delivered,1239.06,10.99,Debit Card,9782 Cervantes Camp Apt. 198,747 Richard Motorway,2024-10-18 00:00:00.000,2024-10-18 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2047,402,2024-04-25 00:00:00.000,Delivered,2939.93,16.87,PayPal,6841 David Shores,2610 Bonilla Ridge,2024-04-25 00:00:00.000,2024-04-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2048,402,2024-06-29 00:00:00.000,Delivered,7963.31,18.3,Credit Card,6447 Janet Keys,8304 Hess Pass,2024-06-29 00:00:00.000,2024-07-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2049,402,2024-11-19 00:00:00.000,Delivered,1833.12,5.35,Debit Card,81728 Jonathan Mount Apt. 605,7474 Butler Shoals Apt. 221,2024-11-19 00:00:00.000,2024-11-24 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2050,402,2024-11-22 00:00:00.000,Delivered,4166.68,12.58,PayPal,606 Rachel Valleys Apt. 272,07778 Schroeder Squares Suite 334,2024-11-22 00:00:00.000,2024-11-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2051,402,2024-02-15 00:00:00.000,Delivered,1510.01,6.41,Debit Card,51482 Cherry Road Apt. 885,252 Williamson Flat Apt. 214,2024-02-15 00:00:00.000,2024-02-17 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2052,403,2024-03-25 00:00:00.000,Delivered,273.88,17.08,Debit Card,8811 Ricardo Viaduct,0490 Pennington Mountains,2024-03-25 00:00:00.000,2024-03-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2053,403,2024-04-25 00:00:00.000,Delivered,2431.11,12.96,PayPal,74791 David Valleys,75914 Singleton Grove,2024-04-25 00:00:00.000,2024-04-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2054,403,2024-03-22 00:00:00.000,Delivered,3793.39,15.46,PayPal,68453 Jessica Crossroad Apt. 874,8107 Perkins Vista Suite 945,2024-03-22 00:00:00.000,2024-03-27 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2055,403,2023-09-13 00:00:00.000,Delivered,2007.71,11.25,Credit Card,594 Duncan Burgs,180 Payne Brooks Apt. 928,2023-09-13 00:00:00.000,2023-09-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2056,403,2024-09-30 00:00:00.000,Delivered,902.5,15.9,PayPal,05909 Elliott Trail,82660 Edward Light Apt. 206,2024-09-30 00:00:00.000,2024-09-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2057,403,2024-12-02 00:00:00.000,Delivered,6084.33,9.19,Debit Card,107 Sara Way,3026 Walker Port,2024-12-02 00:00:00.000,2024-12-06 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2058,404,2023-12-06 00:00:00.000,Delivered,3634.13,8.21,Debit Card,73668 Williams Locks,682 Park Rest Apt. 722,2023-12-06 00:00:00.000,2023-12-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2059,405,2024-10-07 00:00:00.000,Delivered,1825.43,13.8,Credit Card,5996 Eric Island Apt. 911,156 Kaylee Loaf Apt. 676,2024-10-07 00:00:00.000,2024-10-11 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2060,405,2024-04-10 00:00:00.000,Delivered,410.76,19.26,PayPal,8811 Thomas Trafficway,09589 Michelle Freeway Apt. 345,2024-04-10 00:00:00.000,2024-04-10 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2061,405,2024-11-11 00:00:00.000,Delivered,2900.97,15.67,PayPal,1092 Brandy Trail,4903 Crystal Hills,2024-11-11 00:00:00.000,2024-11-12 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2034,399,2024-10-26 00:00:00.000,Delivered,4763.76,7.4,PayPal,1961 Douglas Loop Apt. 919,45589 David Valley,2024-10-26 00:00:00.000,2024-10-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2035,399,2024-10-28 00:00:00.000,Delivered,1278.5,11.26,Credit Card,631 Case Throughway Apt. 558,19865 Gregory Branch Apt. 898,2024-10-28 00:00:00.000,2024-11-02 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2064,406,2024-01-27 00:00:00.000,Delivered,2525.41,6.89,Credit Card,171 Serrano Stream,9515 Rodriguez Pike,2024-01-27 00:00:00.000,2024-01-31 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2065,406,2024-03-02 00:00:00.000,Delivered,1651.1,17.97,Debit Card,736 Brown Light Suite 270,1876 Angela Fords,2024-03-02 00:00:00.000,2024-03-06 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2066,407,2024-12-14 00:00:00.000,Processing,1453.24,17.52,PayPal,575 Young Via Apt. 604,2448 Stephanie Parkway Apt. 890,2024-12-14 00:00:00.000,2024-12-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2067,407,2024-10-30 00:00:00.000,Delivered,566.8,7.24,PayPal,61298 Petty Causeway Apt. 129,6717 Sarah Inlet,2024-10-30 00:00:00.000,2024-11-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2068,407,2024-10-31 00:00:00.000,Delivered,1393.36,13.02,Debit Card,1288 Erika Viaduct Apt. 942,629 Morales Curve Apt. 106,2024-10-31 00:00:00.000,2024-11-01 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2069,407,2024-11-28 00:00:00.000,Delivered,1723.41,13.05,Credit Card,8974 Johnson Forest,413 Garrett Stream Suite 486,2024-11-28 00:00:00.000,2024-11-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2070,407,2024-03-13 00:00:00.000,Delivered,739.73,5.63,Debit Card,993 Henderson Plain,6716 Turner Dale,2024-03-13 00:00:00.000,2024-03-15 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2071,407,2024-07-02 00:00:00.000,Delivered,2517.14,13.03,PayPal,761 Gallagher Prairie Suite 711,47039 Kim Isle Apt. 584,2024-07-02 00:00:00.000,2024-07-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2072,408,2024-12-15 00:00:00.000,Processing,3170.67,14.59,Debit Card,9869 Russell Summit Suite 604,522 Cody Pass,2024-12-15 00:00:00.000,2024-12-18 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2073,408,2024-01-28 00:00:00.000,Delivered,752.62,9.86,PayPal,08509 Kevin Plaza,359 Jose Lake Apt. 320,2024-01-28 00:00:00.000,2024-01-30 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2074,408,2024-09-17 00:00:00.000,Delivered,2567.78,9.21,PayPal,814 Smith Ports,9364 Alexander Row Suite 753,2024-09-17 00:00:00.000,2024-09-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2075,408,2023-11-22 00:00:00.000,Delivered,239.07,6.19,Debit Card,5004 Simpson Corner Suite 409,1820 Tran Highway,2023-11-22 00:00:00.000,2023-11-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2076,409,2024-09-20 00:00:00.000,Delivered,3426.73,19.06,Debit Card,705 Singleton Manor Suite 986,715 William Extensions Apt. 003,2024-09-20 00:00:00.000,2024-09-22 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2077,409,2024-11-25 00:00:00.000,Delivered,2836.65,14.43,PayPal,36304 Carpenter Spur,176 Samantha Junction Suite 398,2024-11-25 00:00:00.000,2024-11-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2078,409,2024-12-09 00:00:00.000,Processing,6615.65,19.48,Debit Card,55706 Rachel Grove,43242 Cathy Brooks Suite 734,2024-12-09 00:00:00.000,2024-12-10 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2079,409,2024-11-03 00:00:00.000,Delivered,229.43,11.66,Debit Card,615 Kari Walks Suite 147,3004 Velez Mountains,2024-11-03 00:00:00.000,2024-11-08 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2080,410,2023-06-03 00:00:00.000,Delivered,3036.05,16.85,PayPal,292 Suzanne Curve,4016 Miller Glens,2023-06-03 00:00:00.000,2023-06-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2081,410,2024-01-11 00:00:00.000,Delivered,2783.0,8.36,Credit Card,64771 Thomas Junctions Suite 931,712 Hayes Branch,2024-01-11 00:00:00.000,2024-01-13 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2082,410,2024-11-20 00:00:00.000,Delivered,2109.21,11.54,PayPal,065 Brown Lock Apt. 691,0245 Torres Lodge,2024-11-20 00:00:00.000,2024-11-23 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2083,410,2024-07-29 00:00:00.000,Delivered,1418.53,13.98,Credit Card,6242 Wilson Pines,4232 James Junctions Suite 505,2024-07-29 00:00:00.000,2024-07-29 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2084,410,2024-09-04 00:00:00.000,Delivered,6675.41,19.33,Credit Card,899 Green Passage Suite 844,008 Bender Expressway,2024-09-04 00:00:00.000,2024-09-04 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2085,410,2024-03-14 00:00:00.000,Delivered,120.59,16.76,Credit Card,7922 Wyatt Cove Suite 029,706 Ward Squares,2024-03-14 00:00:00.000,2024-03-19 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2086,410,2024-01-04 00:00:00.000,Delivered,3143.76,13.63,PayPal,1983 Nixon Rue Suite 839,789 Collins Shoals,2024-01-04 00:00:00.000,2024-01-05 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2087,410,2023-06-12 00:00:00.000,Delivered,3844.46,12.86,Credit Card,34337 Kiara Glens,05348 Stokes Flat,2023-06-12 00:00:00.000,2023-06-14 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2088,410,2024-12-12 00:00:00.000,Shipped,3667.47,7.51,Credit Card,0618 Rangel Centers Suite 816,86371 John Plains Apt. 864,2024-12-12 00:00:00.000,2024-12-16 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2089,410,2024-11-07 00:00:00.000,Delivered,5201.89,12.8,Debit Card,16861 Christopher Cove,367 Kelly Camp Apt. 871,2024-11-07 00:00:00.000,2024-11-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2091,410,2023-12-07 00:00:00.000,Delivered,2091.85,13.3,PayPal,2277 James Walk Suite 312,3246 Gonzalez Throughway,2023-12-07 00:00:00.000,2023-12-12 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
2092,411,2024-07-04 00:00:00.000,Delivered,1810.56,10.62,PayPal,80906 Jones Meadows,6967 Preston Burg Suite 278,2024-07-04 00:00:00.000,2024-07-07 00:00:00.000,historic,be920dc9-84fe-47d5-91f4-71c23d08ba7c,2025-09-13 16:29:38.069582
