customer_id,email,first_name,last_name,age,gender,annual_income,marital_status,education,location_type,city,state,country,signup_date,last_login,preferred_channel,is_active
182,tammie67@example.net,Gregory,Martin,43,M,77051,Married,Master,Rural,New Jeffreyfort,Wisconsin,USA,2023-08-19,2023-09-13,Web,False
183,christopherriley@example.org,Joshua,Fowler,55,Other,52963,Single,Some College,Urban,Pageborough,North Carolina,USA,2023-01-25,2023-02-19,Web,True
184,alexandrawhite@example.net,Amy,Willis,48,F,65377,Single,Bachelor,Urban,Lake Rhondamouth,Kansas,USA,2024-01-04,2024-01-25,Email,True
185,kellylewis@example.net,Sergio,Marks,46,Other,41809,Widowed,Some College,Urban,Dylanfurt,Missouri,USA,2024-10-19,2024-11-06,Mobile App,True
186,fphillips@example.org,Jesse,Martinez,45,Other,79939,Married,High School,Suburban,West Ryanview,Massachusetts,USA,2024-01-01,2024-01-14,Email,True
187,james81@example.org,George,Leblanc,66,Other,93778,Single,Some College,Rural,West Alexandra,Connecticut,USA,2023-03-14,2023-03-23,Web,True
188,changjennifer@example.org,Shawna,Massey,77,M,41979,Divorced,High School,Urban,Beckershire,Connecticut,USA,2023-08-25,2023-09-20,Mobile App,True
189,tpacheco@example.org,Jacob,Anderson,58,F,70500,Divorced,High School,Urban,Jessicaside,North Carolina,USA,2023-09-15,2023-10-15,Mobile App,False
190,matthewskristie@example.com,Raymond,Young,77,M,40751,Divorced,Master,Rural,Michaelshire,Montana,USA,2024-08-12,2024-08-13,Email,True
191,smiththomas@example.net,Cheryl,Walls,32,Other,47018,Widowed,Bachelor,Rural,Port Timothy,Mississippi,USA,2023-04-24,2023-04-24,Web,True
192,whiteheaddarren@example.org,Pamela,Miller,18,M,49227,Divorced,High School,Urban,Bishopberg,Kentucky,USA,2023-09-25,2023-10-01,Email,True
193,cindy72@example.com,Stephen,Campbell,33,Other,69511,Single,Some College,Suburban,Waltonchester,New Hampshire,USA,2023-12-04,2023-12-06,Email,True
194,brittany42@example.net,Thomas,Black,50,F,121285,Single,Master,Rural,North Dawnfurt,Utah,USA,2023-02-06,2023-03-01,Email,True
195,kelly80@example.net,Heather,Johnson,59,F,47692,Married,Bachelor,Rural,Alexanderberg,Virginia,USA,2024-07-18,2024-07-19,Web,False
196,benjaminlyons@example.org,Mary,Rowland,31,M,79757,Divorced,Master,Suburban,New Madeline,Minnesota,USA,2024-06-03,2024-06-12,Web,False
197,nicolecurry@example.com,Jennifer,Rivera,25,M,119943,Married,PhD,Rural,New Heidi,Arkansas,USA,2023-02-26,2023-03-25,Mobile App,True
198,amandasimmons@example.net,Tara,Curry,62,Other,50924,Widowed,High School,Suburban,South Davidfort,Pennsylvania,USA,2023-01-19,2023-02-12,Mobile App,True
199,jennifer97@example.com,Melissa,Ward,19,Other,105616,Widowed,PhD,Urban,Gonzalezside,California,USA,2024-03-16,2024-03-19,Mobile App,True
200,stephensbenjamin@example.net,Caitlin,Scott,43,F,102134,Divorced,Some College,Suburban,New Thomas,Washington,USA,2024-09-22,2024-10-05,Web,True
201,lisawright@example.net,Todd,Aguilar,21,Other,47018,Single,Some College,Suburban,West Jenniferland,Missouri,USA,2023-04-05,2023-04-28,Email,True
202,abbottpamela@example.net,Nathan,Rowland,45,Other,66409,Married,High School,Urban,Gabrielmouth,Vermont,USA,2023-01-16,2023-01-17,Web,True
203,brooke83@example.net,Edward,Morales,38,M,83685,Divorced,Bachelor,Rural,Lake Arianabury,Alaska,USA,2023-10-17,2023-11-06,Web,True
204,staceyross@example.net,Darius,Hernandez,28,Other,60728,Widowed,Master,Rural,Elizabethstad,Florida,USA,2023-05-13,2023-05-16,Email,False
205,benjamintrevino@example.com,David,Butler,46,Other,80433,Married,Master,Rural,Jeffreyview,Iowa,USA,2023-09-14,2023-10-07,Mobile App,True
206,mserrano@example.com,Daniel,Wheeler,55,F,31260,Divorced,Bachelor,Rural,Greenfort,Alabama,USA,2023-08-14,2023-08-23,Email,True
207,cisnerosstephanie@example.com,Michael,Moss,21,F,103330,Single,High School,Suburban,Carriechester,Hawaii,USA,2023-10-01,2023-10-29,Mobile App,True
208,rbush@example.net,Stacy,Davis,49,F,42545,Divorced,High School,Urban,East Kelsey,Washington,USA,2024-09-28,2024-10-27,Web,True
209,imiddleton@example.org,April,Nichols,68,M,68470,Divorced,PhD,Urban,Alicialand,Utah,USA,2024-06-17,2024-06-20,Mobile App,True
210,owhite@example.org,Dean,Sims,62,M,67025,Married,Master,Rural,Sloanbury,New Jersey,USA,2023-05-26,2023-06-19,Mobile App,True
211,anthony79@example.net,Kathleen,Jefferson,75,F,117660,Single,Bachelor,Suburban,Rayville,Minnesota,USA,2023-01-22,2023-02-09,Mobile App,True
212,christine09@example.org,Roberto,Bowman,41,M,94147,Divorced,PhD,Suburban,Martinshire,Wisconsin,USA,2023-03-28,2023-04-12,Web,True
213,roberthughes@example.com,Kyle,White,54,F,106058,Single,Some College,Urban,East Ronnieburgh,Nevada,USA,2024-01-29,2024-02-10,Web,True
214,vtyler@example.org,Kyle,Park,30,M,85581,Divorced,High School,Rural,New Nicholas,Michigan,USA,2024-06-29,2024-07-23,Mobile App,True
215,lauracook@example.org,Johnny,Harris,60,F,15000,Divorced,PhD,Urban,Christopherborough,Delaware,USA,2024-09-15,2024-10-09,Web,True
216,pamela64@example.com,Jessica,Cabrera,27,F,15000,Widowed,High School,Urban,West Garystad,Texas,USA,2024-09-28,2024-10-15,Mobile App,True
217,uwright@example.org,Michael,Hunt,40,F,86526,Widowed,Master,Rural,Brandonport,Minnesota,USA,2024-11-25,2024-12-18,Email,True
218,crystal21@example.net,Kristen,Porter,67,M,67222,Widowed,Master,Rural,Andrewston,Massachusetts,USA,2023-09-24,2023-10-23,Web,True
219,jennifer53@example.net,James,Harvey,69,F,23596,Divorced,High School,Urban,East Curtis,Kansas,USA,2023-01-16,2023-02-09,Email,True
220,jacoblee@example.net,Derek,Ramos,19,F,63333,Single,PhD,Suburban,Port Jonathan,California,USA,2024-08-07,2024-08-18,Mobile App,True
221,kfox@example.com,Michael,Nguyen,50,Other,64019,Single,High School,Suburban,Hendersonshire,Vermont,USA,2024-10-30,2024-11-17,Email,True
222,irivera@example.com,Jacob,Jennings,18,M,62326,Widowed,Master,Urban,Hineschester,Maine,USA,2023-09-28,2023-10-12,Web,True
223,harmoneric@example.org,Pamela,Wood,25,F,85090,Married,Master,Urban,West Charlesland,Delaware,USA,2024-01-03,2024-01-21,Web,True
224,rmoreno@example.net,Connie,Nelson,50,Other,36803,Divorced,High School,Suburban,Swansonchester,Arkansas,USA,2024-09-16,2024-09-21,Mobile App,True
225,barbarazavala@example.org,Joseph,Ramirez,37,F,33223,Widowed,Some College,Urban,Franklinshire,South Carolina,USA,2023-10-10,2023-10-30,Web,True
226,reillyerica@example.org,Derrick,Lewis,44,Other,93654,Single,Some College,Urban,Zhangmouth,Pennsylvania,USA,2024-09-24,2024-10-14,Web,True
227,gregory01@example.com,Wesley,Anderson,30,F,80121,Divorced,High School,Rural,Leahville,North Dakota,USA,2024-06-02,2024-06-24,Web,False
228,dale07@example.net,Dawn,Brandt,37,F,41213,Single,Bachelor,Rural,Youngside,California,USA,2023-09-23,2023-10-15,Web,True
229,iowens@example.com,Patricia,Eaton,43,M,33942,Single,PhD,Suburban,Melissaland,Delaware,USA,2023-12-25,2023-12-28,Email,False
230,brianbarron@example.com,Kyle,Hall,36,F,29063,Divorced,Master,Urban,Barnesmouth,Nebraska,USA,2023-07-28,2023-08-17,Mobile App,True
231,matthew36@example.com,Michelle,Turner,74,M,66057,Divorced,PhD,Suburban,Romeroville,Kansas,USA,2023-05-27,2023-06-06,Mobile App,True
232,jill26@example.com,Troy,Johnson,34,F,71419,Divorced,PhD,Urban,Sergiofort,Kansas,USA,2024-01-19,2024-01-24,Mobile App,False
233,srussell@example.com,Cassandra,Lewis,43,Other,58370,Single,High School,Rural,Carpenterland,Nebraska,USA,2023-06-03,2023-06-09,Mobile App,True
234,amanda12@example.net,Ronald,Henry,54,Other,87725,Divorced,Some College,Suburban,Gomezview,Kansas,USA,2024-06-04,2024-06-30,Email,False
235,deborahmurphy@example.com,Susan,Thompson,37,F,47725,Single,High School,Urban,West Chelseaborough,Georgia,USA,2023-06-03,2023-06-21,Email,True
236,stephenanthony@example.net,Timothy,Henderson,40,Other,15000,Widowed,PhD,Rural,Crystalton,Nebraska,USA,2024-10-07,2024-10-10,Email,True
237,robert60@example.net,Angela,Park,22,F,106006,Widowed,Bachelor,Suburban,Edwardstown,New Hampshire,USA,2024-09-13,2024-09-19,Email,True
238,griffithjessica@example.com,Andrew,Allison,69,F,57528,Married,Bachelor,Urban,New Tanya,Georgia,USA,2023-09-07,2023-09-21,Mobile App,True
239,charles27@example.com,Austin,Peterson,53,Other,74337,Married,Master,Rural,East Jenniferland,South Dakota,USA,2023-04-29,2023-05-29,Mobile App,True
240,robertanderson@example.com,Beth,Walker,90,Other,98587,Single,Bachelor,Rural,Griffinchester,Vermont,USA,2023-12-27,2024-01-11,Email,True
241,robertfoster@example.org,Katherine,Burton,43,M,36333,Married,PhD,Urban,Port Douglas,Missouri,USA,2024-03-04,2024-03-28,Mobile App,True
242,danielle04@example.net,Manuel,Long,20,M,71103,Divorced,Bachelor,Suburban,Brentchester,Colorado,USA,2024-11-12,2024-11-22,Web,False
243,washingtonkimberly@example.com,Crystal,Thompson,33,Other,22332,Married,PhD,Suburban,Griffinville,Maine,USA,2024-03-07,2024-03-27,Web,True
244,bowersjessica@example.com,Kimberly,Smith,35,M,32553,Married,High School,Suburban,Rogerfurt,California,USA,2024-04-09,2024-04-17,Email,True
245,taylorjulia@example.net,Kimberly,Hatfield,70,Other,91449,Single,Some College,Urban,Silvabury,Mississippi,USA,2024-04-26,2024-05-22,Mobile App,False
246,seanerickson@example.org,Jared,Johnson,44,M,109398,Married,PhD,Rural,Fosterfurt,Virginia,USA,2023-06-20,2023-07-19,Mobile App,True
247,jacob78@example.com,Craig,Baker,46,M,39161,Widowed,PhD,Urban,New Stephanieside,North Dakota,USA,2023-12-29,2024-01-20,Mobile App,True
248,herringrose@example.com,Courtney,Nelson,67,Other,81167,Single,High School,Urban,Amytown,South Dakota,USA,2023-12-11,2024-01-03,Mobile App,True
249,qcarter@example.com,Alejandro,Sanchez,29,Other,59289,Widowed,Master,Suburban,Ruizberg,Florida,USA,2024-02-23,2024-03-18,Mobile App,True
250,angelkline@example.net,Alexandra,Sims,31,Other,23516,Single,Some College,Urban,Roberthaven,Missouri,USA,2023-07-07,2023-07-25,Email,True
251,ericksonmelissa@example.org,Angela,Bradley,58,F,122282,Widowed,Bachelor,Suburban,Port Stacy,Washington,USA,2024-10-26,2024-10-31,Email,True
252,smithdonna@example.com,Michele,Mcintosh,24,M,81889,Married,Bachelor,Suburban,Georgefort,Texas,USA,2023-10-14,2023-10-24,Web,True
253,veronicareed@example.org,Christopher,Brown,35,Other,50386,Widowed,Bachelor,Suburban,Port Courtneystad,California,USA,2024-06-21,2024-07-03,Mobile App,True
254,xdiaz@example.org,Carrie,Lopez,36,M,39080,Married,Master,Rural,East Timothy,Kansas,USA,2023-05-27,2023-06-04,Email,True
255,hroberson@example.com,Angel,Sawyer,45,M,40071,Divorced,Bachelor,Urban,Lake Cameron,South Carolina,USA,2023-11-18,2023-11-21,Mobile App,True
256,mooresandra@example.net,Penny,Jackson,49,M,63492,Married,Bachelor,Suburban,North Carriefort,Illinois,USA,2024-03-25,2024-04-13,Web,True
257,joseph22@example.net,Katrina,Atkinson,41,F,37773,Married,High School,Urban,Jenniferberg,Texas,USA,2024-11-13,2024-11-30,Email,True
258,jordanosborne@example.net,Jessica,Hill,36,Other,87661,Single,PhD,Rural,West Johnberg,Nevada,USA,2023-01-29,2023-02-23,Web,False
259,bowenjustin@example.net,Timothy,James,52,F,35673,Married,Bachelor,Rural,Adrianchester,California,USA,2023-01-27,2023-02-09,Email,True
260,tiffany34@example.net,Jason,Wiggins,46,F,87541,Divorced,High School,Rural,Thomasburgh,Florida,USA,2023-05-10,2023-06-01,Web,True
261,loriaguilar@example.org,Lisa,Mcgee,19,F,81300,Divorced,High School,Urban,Clarkbury,New Mexico,USA,2024-03-18,2024-03-26,Email,True
262,shughes@example.org,Tyler,Steele,35,M,82117,Married,High School,Suburban,Smithfort,Vermont,USA,2023-12-29,2024-01-03,Email,True
263,susanmiranda@example.net,Jacob,Johnson,33,Other,15000,Single,Bachelor,Urban,Morganchester,Oklahoma,USA,2024-04-09,2024-04-22,Web,True
264,stevenszachary@example.org,Barbara,Davis,20,F,66442,Married,PhD,Rural,West Vanessashire,Nevada,USA,2024-06-17,2024-07-13,Email,False
265,angel21@example.com,Sean,Prince,48,Other,37870,Single,Some College,Urban,Nguyenmouth,Louisiana,USA,2024-10-11,2024-10-29,Mobile App,True
266,hrodriguez@example.com,Eric,Hernandez,54,Other,15154,Married,Bachelor,Suburban,Jillton,New Mexico,USA,2023-08-14,2023-08-18,Mobile App,True
267,lortiz@example.net,Kathryn,Edwards,44,F,28669,Married,Some College,Rural,Mullenburgh,South Dakota,USA,2024-05-23,2024-06-20,Web,True
268,rhonda39@example.com,Jennifer,Burgess,35,M,66421,Widowed,High School,Suburban,South Raymondville,Florida,USA,2023-08-08,2023-08-25,Email,True
269,fostertiffany@example.net,Joseph,Decker,32,M,53463,Widowed,Bachelor,Rural,Lake Benjamin,Florida,USA,2023-07-02,2023-07-14,Email,True
270,lindsey69@example.net,Daniel,Knight,60,F,47693,Widowed,PhD,Rural,Port Amanda,Pennsylvania,USA,2024-10-15,2024-11-14,Web,True
271,ztorres@example.net,Zachary,Marshall,57,F,31108,Widowed,Master,Rural,Lorraineland,Vermont,USA,2023-08-26,2023-09-07,Email,True
272,mark06@example.org,Joseph,Hernandez,52,F,108247,Single,Some College,Urban,North Roger,South Carolina,USA,2024-05-07,2024-06-06,Mobile App,True
273,spearsstacey@example.com,Heather,Ward,18,F,41093,Married,Master,Urban,East Jason,Connecticut,USA,2024-04-02,2024-04-07,Mobile App,True
274,mgriffith@example.org,Sharon,Holland,53,M,58908,Divorced,Master,Rural,Jacobland,Mississippi,USA,2024-11-07,2024-11-11,Mobile App,True
275,rileyhannah@example.org,Laura,Richardson,50,Other,46880,Widowed,Some College,Urban,New Markfort,Colorado,USA,2024-05-15,2024-05-24,Mobile App,True
276,wdavies@example.net,Albert,Holmes,46,M,60329,Divorced,Bachelor,Rural,New Caitlinmouth,New Hampshire,USA,2024-02-23,2024-03-04,Mobile App,True
277,blakekathleen@example.com,Cheryl,Kelley,62,F,72632,Widowed,Bachelor,Urban,South Frankburgh,Missouri,USA,2024-03-28,2024-04-05,Mobile App,True
278,dsanchez@example.org,Katherine,Phillips,50,Other,52643,Single,Bachelor,Suburban,West Jon,Hawaii,USA,2023-12-14,2023-12-27,Web,True
279,deannagill@example.com,Kenneth,Miller,37,Other,52023,Married,High School,Rural,South Clarence,Missouri,USA,2023-06-20,2023-07-09,Mobile App,True
280,psmith@example.org,Tyler,Sweeney,50,M,52370,Single,Master,Urban,Port Heather,Texas,USA,2024-07-06,2024-07-30,Email,True
281,kristyphillips@example.com,Steven,Richardson,49,Other,127262,Single,High School,Rural,Robertfort,Delaware,USA,2023-12-28,2024-01-03,Mobile App,True
282,huanghailey@example.org,Pamela,Frank,58,Other,55219,Widowed,Some College,Suburban,Port David,Minnesota,USA,2023-06-10,2023-07-05,Web,True
283,scottvaldez@example.com,Jason,Wright,63,F,52757,Married,PhD,Rural,Alyssabury,Texas,USA,2023-12-06,2023-12-13,Web,False
284,tylerholland@example.org,Tracy,Jones,18,Other,34757,Single,PhD,Suburban,Jakeside,Tennessee,USA,2023-01-21,2023-02-15,Mobile App,False
285,tranemily@example.org,Russell,Allen,18,F,54454,Single,Some College,Rural,South Amberview,Illinois,USA,2023-10-17,2023-11-10,Email,True
286,jeanette33@example.org,Brian,Adams,45,Other,115293,Single,Master,Rural,Derrickport,Arizona,USA,2023-10-06,2023-10-18,Web,True
287,preston03@example.org,Meredith,Tucker,49,M,58426,Single,High School,Rural,Emilyburgh,New Hampshire,USA,2023-10-04,2023-10-27,Email,True
288,miguel74@example.com,Victoria,Zimmerman,57,M,15000,Single,PhD,Rural,East Nicholas,South Carolina,USA,2024-03-01,2024-03-30,Web,False
289,laurawelch@example.com,Charles,Hunter,48,F,88125,Married,PhD,Suburban,North Courtney,Nebraska,USA,2024-08-25,2024-09-19,Mobile App,True
290,zbarrera@example.com,Hector,Chavez,22,F,99312,Divorced,Master,Urban,Allentown,Florida,USA,2023-01-24,2023-01-27,Mobile App,True
291,nicholasward@example.net,James,Barnes,50,F,52541,Widowed,Bachelor,Suburban,New Timothychester,Alaska,USA,2024-08-13,2024-08-15,Web,True
292,bbrooks@example.com,Nathan,Riley,54,F,133120,Widowed,Bachelor,Rural,North Mario,Vermont,USA,2024-07-28,2024-08-14,Email,True
293,thomas82@example.net,Laura,Miller,47,F,72446,Widowed,Bachelor,Rural,New Aaron,Indiana,USA,2023-01-18,2023-02-09,Web,True
294,bmyers@example.net,Jennifer,Harrington,38,M,39504,Widowed,Some College,Suburban,West Hannah,Missouri,USA,2024-08-14,2024-08-25,Mobile App,True
295,danielle03@example.net,Megan,Fox,57,F,39317,Divorced,Some College,Rural,South Robert,South Dakota,USA,2024-10-20,2024-10-22,Web,True
296,sgraham@example.net,Yvonne,Holland,46,F,50670,Married,High School,Urban,South Raymond,Hawaii,USA,2023-08-01,2023-08-13,Email,True
297,lopezmike@example.net,Steven,Caldwell,52,Other,75009,Married,High School,Suburban,Richardsonfort,New York,USA,2024-06-19,2024-06-27,Mobile App,True
298,peterstabitha@example.net,Darrell,Dominguez,60,M,49699,Single,Bachelor,Rural,North Lindsey,Georgia,USA,2023-12-12,2023-12-30,Email,True
299,kenneth77@example.net,Kevin,Chambers,40,F,35637,Married,PhD,Suburban,South Frederick,Wyoming,USA,2023-01-06,2023-01-23,Mobile App,True
300,phansen@example.com,Noah,Greer,38,M,76319,Divorced,Master,Rural,New Laurashire,Colorado,USA,2024-10-29,2024-11-13,Email,True
301,jesus40@example.com,Katherine,Benjamin,56,M,37335,Widowed,High School,Suburban,Scottchester,Arkansas,USA,2023-03-25,2023-03-29,Web,True
302,chelsea92@example.net,Justin,Romero,58,M,105669,Married,Master,Urban,New Krystal,Kentucky,USA,2023-05-05,2023-05-06,Mobile App,True
303,woodnatalie@example.org,Mary,Blankenship,51,Other,121303,Widowed,Some College,Rural,Copelandton,Alabama,USA,2024-10-03,2024-10-30,Email,True
304,crawfordkyle@example.org,Chelsea,Cantu,33,F,27660,Single,Master,Suburban,Turnerport,New York,USA,2023-01-10,2023-02-02,Email,True
305,petersenbrian@example.org,Alison,Martin,18,Other,109881,Divorced,PhD,Rural,South Brian,Louisiana,USA,2023-11-27,2023-12-02,Web,True
306,vnewman@example.com,Laura,Smith,54,M,63332,Divorced,PhD,Rural,East Stephenhaven,Vermont,USA,2024-12-02,2024-12-10,Mobile App,True
307,rsmith@example.net,Robert,Moore,49,Other,31235,Married,Some College,Rural,New Kelsey,Minnesota,USA,2023-12-05,2023-12-27,Mobile App,False
308,mjohnson@example.net,Cody,Delgado,81,M,68876,Married,Master,Urban,South Christinaberg,Kentucky,USA,2024-03-02,2024-03-02,Mobile App,True
309,michael27@example.net,Bobby,Alexander,46,Other,86772,Single,PhD,Suburban,Krystalbury,Kansas,USA,2023-07-24,2023-08-03,Web,False
310,joshua00@example.com,Thomas,Schultz,52,Other,71716,Married,High School,Suburban,West Bryanfurt,West Virginia,USA,2024-04-24,2024-05-14,Email,True
311,smithvictoria@example.com,Angela,Taylor,33,Other,79144,Single,Some College,Suburban,Lake Christopherchester,Montana,USA,2023-12-20,2023-12-29,Mobile App,True
312,loribell@example.com,Michelle,Wright,73,F,105362,Widowed,Bachelor,Rural,Christytown,Virginia,USA,2023-11-10,2023-11-27,Email,True
313,kimberlykelly@example.org,Robert,Weaver,68,Other,49663,Married,High School,Rural,New Elizabeth,Hawaii,USA,2023-03-21,2023-03-27,Mobile App,True
314,powens@example.net,John,Cole,30,M,61226,Married,PhD,Rural,Cabrerabury,Michigan,USA,2024-07-31,2024-08-20,Mobile App,True
315,bishopgeorge@example.org,Samuel,James,45,Other,97825,Divorced,PhD,Rural,Cameronshire,North Dakota,USA,2024-08-29,2024-09-27,Mobile App,True
316,marywilson@example.org,Thomas,Santana,19,M,110886,Married,High School,Rural,Lake Tara,Hawaii,USA,2023-01-03,2023-01-07,Web,True
317,qallen@example.com,William,Bailey,42,F,52193,Single,High School,Urban,Ashleyland,New Mexico,USA,2023-01-01,2023-01-17,Mobile App,True
318,jack00@example.com,Jason,Carpenter,29,F,15354,Divorced,PhD,Urban,Lisaborough,Utah,USA,2024-04-28,2024-05-05,Email,True
319,dserrano@example.net,Julie,Sharp,57,Other,67199,Widowed,Bachelor,Suburban,Lake Cassandra,Utah,USA,2024-01-30,2024-02-25,Email,True
320,michael93@example.com,Jennifer,Ross,25,Other,26147,Married,Some College,Rural,New Carlashire,Idaho,USA,2023-03-22,2023-04-17,Mobile App,True
321,sherirodriguez@example.org,Barbara,Walker,39,Other,115070,Widowed,Master,Rural,Alanstad,South Dakota,USA,2024-03-23,2024-04-17,Mobile App,True
322,garzamelissa@example.net,Luis,Bright,41,F,19905,Divorced,Some College,Urban,Lake Paul,Virginia,USA,2024-07-25,2024-08-21,Mobile App,True
323,smithstacey@example.com,Danielle,Pugh,41,F,56818,Widowed,Some College,Rural,Oliviaborough,Nebraska,USA,2024-11-17,2024-12-04,Web,True
324,pbailey@example.com,Garrett,Peterson,18,Other,63371,Single,Some College,Suburban,Martinezborough,Iowa,USA,2023-07-03,2023-07-14,Email,True
325,kylewatson@example.com,Kathryn,Skinner,41,F,85886,Divorced,High School,Suburban,Owenborough,Virginia,USA,2024-08-23,2024-09-21,Mobile App,True
326,agordon@example.com,Seth,Chavez,72,Other,98796,Divorced,High School,Rural,Madelineville,Minnesota,USA,2023-01-14,2023-01-22,Email,True
327,crodriguez@example.net,Thomas,Edwards,40,Other,31804,Divorced,Bachelor,Rural,Port Marcuston,Iowa,USA,2023-02-14,2023-02-15,Email,True
328,zcastillo@example.net,Lisa,Herrera,83,Other,66776,Widowed,Master,Urban,Lake Jamieton,Utah,USA,2024-04-27,2024-05-12,Email,True
329,qsandoval@example.com,Ian,Miller,45,M,64276,Single,Bachelor,Urban,Ianside,Alabama,USA,2024-07-12,2024-07-31,Email,True
330,rileyangela@example.com,Jay,Mcpherson,47,M,60669,Single,Master,Urban,Hutchinsonton,Missouri,USA,2023-07-01,2023-07-02,Mobile App,True
331,karen00@example.com,Crystal,Floyd,36,F,48594,Single,PhD,Suburban,Lake Melissafort,Minnesota,USA,2023-03-05,2023-04-01,Web,True
332,collinchan@example.net,Arthur,Lopez,44,F,48697,Divorced,Some College,Rural,East Abigailside,Delaware,USA,2023-01-18,2023-02-10,Mobile App,True
333,robert74@example.org,Christopher,Trujillo,34,F,68192,Widowed,High School,Urban,Lake Virginia,Tennessee,USA,2024-11-11,2024-11-17,Email,True
334,kyle89@example.net,James,Meyers,41,M,110119,Married,Master,Urban,Port Matthew,California,USA,2023-10-01,2023-10-09,Email,True
335,daniel41@example.com,Elizabeth,Mckinney,18,F,97745,Married,High School,Suburban,South Cheyenneshire,Connecticut,USA,2024-06-01,2024-06-09,Email,True
336,gpacheco@example.net,Michelle,Ramos,63,F,15000,Single,PhD,Suburban,North Monicamouth,Delaware,USA,2023-12-16,2023-12-18,Web,True
337,barbararivera@example.org,Derek,Santos,39,Other,53856,Single,Some College,Suburban,New Melanie,Idaho,USA,2023-07-06,2023-07-24,Email,True
338,gamblestephen@example.com,Craig,Williams,23,M,41665,Married,Bachelor,Suburban,South James,Louisiana,USA,2023-06-23,2023-06-25,Email,True
339,anthonywilliams@example.net,William,Bradford,28,Other,117568,Married,Some College,Suburban,Port Edward,Tennessee,USA,2023-11-12,2023-11-13,Mobile App,True
340,bmoses@example.com,Ryan,Torres,59,F,103146,Married,PhD,Suburban,Alyssaside,Indiana,USA,2023-07-02,2023-07-15,Web,True
341,browngloria@example.net,Andrea,Smith,55,M,31128,Married,Bachelor,Suburban,Timothymouth,Virginia,USA,2023-10-07,2023-10-29,Mobile App,True
342,cartertimothy@example.org,Dana,Hayes,37,F,79681,Divorced,Bachelor,Rural,South Brianmouth,Idaho,USA,2024-05-16,2024-06-01,Mobile App,True
343,carmenthomas@example.org,Tabitha,Lynch,26,M,86389,Single,PhD,Suburban,Matthewville,Alaska,USA,2024-12-04,2024-12-08,Email,True
344,tim38@example.net,Miranda,Rosales,41,F,53755,Divorced,Some College,Suburban,West David,Vermont,USA,2024-03-20,2024-04-11,Email,True
345,norrismichelle@example.com,Megan,Beasley,55,M,78327,Married,Bachelor,Urban,Wesleyton,Oklahoma,USA,2023-10-03,2023-10-17,Mobile App,False
346,robertsonleah@example.com,David,Zamora,39,Other,99779,Married,Master,Urban,New Nancyside,South Carolina,USA,2023-04-29,2023-05-13,Email,True
347,mark20@example.net,James,Hall,28,F,83478,Single,Bachelor,Rural,Perkinsfurt,New Jersey,USA,2024-07-31,2024-08-03,Email,True
348,kurt21@example.com,Christopher,Davis,53,M,55713,Widowed,Master,Suburban,East Cindy,Utah,USA,2023-01-09,2023-01-19,Email,True
349,adamslarry@example.net,James,Parker,49,F,27466,Divorced,Some College,Suburban,Brewerport,Pennsylvania,USA,2023-07-11,2023-07-28,Web,True
350,fischerjaime@example.net,Anne,Ramirez,58,Other,59452,Widowed,PhD,Rural,Barkerview,Wisconsin,USA,2024-03-25,2024-04-16,Mobile App,True
351,cruzgabriel@example.org,Richard,Erickson,37,M,96470,Divorced,Bachelor,Rural,Christopherton,Indiana,USA,2024-04-29,2024-05-09,Mobile App,True
352,christinakim@example.com,Jamie,Mason,34,M,22746,Married,PhD,Urban,North Earlmouth,North Carolina,USA,2023-11-04,2023-11-17,Mobile App,True
353,pamelarogers@example.net,Amber,Robertson,21,F,83180,Single,Some College,Rural,Stevensmouth,New Hampshire,USA,2024-08-14,2024-08-19,Mobile App,True
354,qgrant@example.org,Jared,Grant,25,Other,117643,Married,PhD,Urban,Carolinestad,Wisconsin,USA,2024-12-15,2024-12-19,Email,True
355,singhstephen@example.org,Bruce,Johnson,18,M,115893,Divorced,Some College,Suburban,Mariahaven,Maryland,USA,2023-02-25,2023-03-11,Mobile App,True
356,monique61@example.org,Terry,Lucero,48,Other,62098,Married,Some College,Urban,Fitzgeraldburgh,Hawaii,USA,2023-01-01,2023-01-10,Mobile App,False
357,showell@example.com,Zachary,Hall,36,M,76974,Widowed,High School,Rural,East Julie,New York,USA,2023-08-30,2023-09-06,Web,True
358,kyleparks@example.net,Joshua,Riley,44,M,98099,Widowed,Some College,Suburban,East Davidbury,Maryland,USA,2024-01-19,2024-01-22,Mobile App,True
359,pperry@example.org,David,Walsh,46,Other,69509,Married,Master,Rural,East Nathanielchester,West Virginia,USA,2024-02-08,2024-02-20,Mobile App,True
360,jessica43@example.com,Shannon,Wolfe,39,F,63291,Married,Bachelor,Urban,East Joymouth,New York,USA,2023-04-09,2023-04-21,Mobile App,True
361,uclark@example.net,Daniel,Ramirez,49,Other,15000,Widowed,PhD,Suburban,North Brandi,Minnesota,USA,2024-11-21,2024-12-08,Web,True
362,elaine36@example.org,Denise,Lewis,24,Other,87297,Single,Some College,Rural,Port Darryl,Minnesota,USA,2024-11-16,2024-11-21,Web,True
363,manuelmcbride@example.com,Stephanie,Moore,47,Other,59480,Single,PhD,Rural,Espinozaland,Montana,USA,2023-12-15,2024-01-08,Mobile App,True
364,perezeugene@example.net,Helen,Miller,45,M,75427,Married,Master,Urban,Nancystad,Mississippi,USA,2024-10-23,2024-10-24,Web,True
