order_id,customer_id,order_date,status,total_amount,shipping_cost,payment_method,shipping_address,billing_address,created_at,updated_at
1068,203,2024-01-17,Delivered,1000.66,14.69,Credit Card,08990 Walker Station,84143 Thomas Flat,2024-01-17,2024-01-19
1069,203,2023-11-30,Delivered,5228.17,9.31,Debit Card,17767 Garcia Mountain,6794 Peterson Rue Apt. 074,2023-11-30,2023-12-05
1070,203,2024-09-16,Delivered,1047.32,11.26,PayPal,3070 Carroll Plain,51882 Hoffman Shore,2024-09-16,2024-09-16
1071,203,2023-12-24,Delivered,2639.41,11.15,Debit Card,175 Wanda Land,00607 Morris Ville,2023-12-24,2023-12-26
1072,203,2024-05-24,Delivered,1279.91,7.91,Debit Card,16718 Mary Meadow Apt. 164,18518 Cameron Shoal Apt. 420,2024-05-24,2024-05-24
1073,203,2023-10-26,Delivered,4208.27,15.76,Credit Card,53419 Webster Fall,178 Tyler Path Suite 140,2023-10-26,2023-10-30
1074,203,2024-02-06,Delivered,3880.22,8.68,Credit Card,8072 Katelyn Branch,4311 Williams Oval Apt. 585,2024-02-06,2024-02-07
1075,204,2024-03-13,Delivered,2056.49,17.55,PayPal,134 Faulkner Squares,15029 Mcmillan Mount,2024-03-13,2024-03-13
1076,204,2023-06-29,Delivered,862.61,11.3,Debit Card,341 Paul Locks Apt. 927,18201 Turner Isle,2023-06-29,2023-06-30
1077,204,2024-08-27,Delivered,1234.47,12.29,PayPal,251 Carr Grove Apt. 300,2017 Rachel Squares,2024-08-27,2024-08-29
1078,204,2024-06-25,Delivered,4130.76,6.66,PayPal,0665 Luna Forks,80736 Cummings Shores Suite 467,2024-06-25,2024-06-25
1079,204,2024-09-09,Delivered,777.66,19.63,PayPal,877 Mckay Fall Apt. 974,551 Ortega Pines Apt. 307,2024-09-09,2024-09-10
1080,205,2024-09-10,Delivered,982.12,12.89,Debit Card,1263 Charles Springs,373 Joseph Springs Suite 890,2024-09-10,2024-09-12
1081,206,2023-12-08,Delivered,1713.09,11.95,PayPal,2784 Vaughn Loaf Apt. 125,014 Manning Rue Suite 409,2023-12-08,2023-12-08
1082,206,2024-03-28,Delivered,2416.22,17.39,Credit Card,94742 Castro Lane Suite 939,6914 Bennett Creek Apt. 405,2024-03-28,2024-03-29
1083,206,2024-07-23,Delivered,4458.58,6.67,Debit Card,23816 Porter Park,9296 Lamb Plaza,2024-07-23,2024-07-25
1084,207,2024-02-22,Delivered,296.71,15.69,PayPal,42024 Meghan Spurs,19080 Vanessa Isle,2024-02-22,2024-02-23
1085,207,2024-01-11,Delivered,3772.13,15.73,Credit Card,7491 William Trafficway,30694 Andrea Pine,2024-01-11,2024-01-16
1086,207,2024-01-09,Delivered,2512.66,11.9,Debit Card,61217 Whitney Greens,409 Alvarado Center Suite 500,2024-01-09,2024-01-11
1087,207,2024-06-01,Delivered,870.1,19.27,Debit Card,430 Porter Forest,2165 Kimberly Brooks,2024-06-01,2024-06-02
1088,207,2024-11-08,Delivered,2358.13,8.77,Credit Card,21149 Danielle Station Apt. 920,3695 Myers Views Suite 433,2024-11-08,2024-11-10
1089,207,2024-05-07,Delivered,856.55,17.13,PayPal,057 Peter Plain,0162 Hartman Court,2024-05-07,2024-05-09
1090,207,2023-11-21,Delivered,839.12,12.67,Credit Card,600 Kimberly Station Suite 828,170 Gail Locks Suite 402,2023-11-21,2023-11-24
1091,207,2024-08-13,Delivered,1118.17,14.23,Debit Card,182 Taylor Plains,541 Angelica Corner Apt. 857,2024-08-13,2024-08-14
1092,207,2023-10-22,Delivered,683.07,18.23,Debit Card,088 Rebecca Spur,50392 Cooper Greens,2023-10-22,2023-10-23
1093,207,2024-05-15,Delivered,2686.76,9.61,Credit Card,639 Patton Camp Suite 236,8664 Klein Village Suite 309,2024-05-15,2024-05-17
1094,207,2024-03-25,Delivered,1862.45,11.43,Debit Card,937 Gina Crossroad,2071 Underwood Junction Suite 333,2024-03-25,2024-03-28
1095,207,2024-07-20,Delivered,3290.0,8.83,PayPal,597 Michael Fields Suite 698,32636 Smith Cove,2024-07-20,2024-07-24
1096,207,2024-04-07,Delivered,2002.94,16.18,Debit Card,526 Scott Spurs,79652 Jeffrey Plaza Suite 254,2024-04-07,2024-04-11
1097,207,2023-10-22,Delivered,1777.5,9.21,Credit Card,2465 Laura Turnpike,38992 Harmon Plains,2023-10-22,2023-10-26
1098,208,2024-11-22,Delivered,3048.14,16.01,Credit Card,350 Lopez Tunnel Apt. 384,1502 Michelle Wells Suite 388,2024-11-22,2024-11-26
1099,208,2024-11-10,Delivered,3883.27,8.41,PayPal,7079 Dean Meadows Apt. 907,8016 Murray Inlet,2024-11-10,2024-11-15
1100,208,2024-11-01,Delivered,198.56,7.62,Debit Card,889 Lane Locks,94568 Golden Mount Suite 613,2024-11-01,2024-11-03
1101,208,2024-10-28,Delivered,2410.39,9.82,Debit Card,1266 Kevin Manors,65746 Vargas Point,2024-10-28,2024-10-28
1102,209,2024-06-25,Delivered,2997.45,13.72,Credit Card,8250 Owen Ford Apt. 558,9589 Katherine Cliff Apt. 993,2024-06-25,2024-06-27
1103,209,2024-12-06,Delivered,857.87,11.41,Debit Card,241 Holland Center,362 Michael Pine Apt. 643,2024-12-06,2024-12-11
1104,209,2024-09-30,Delivered,4840.53,16.06,PayPal,14842 Khan Vista,0456 Marie Plain Apt. 002,2024-09-30,2024-10-02
1105,209,2024-08-10,Delivered,1407.18,11.86,Debit Card,2333 Patrick Valleys,50493 Smith Stream,2024-08-10,2024-08-13
1106,209,2024-07-08,Delivered,3528.48,13.13,PayPal,77738 Sims Junctions Apt. 465,34155 Martinez Branch,2024-07-08,2024-07-11
1107,209,2024-10-14,Delivered,813.85,6.97,PayPal,590 Scott Plains Apt. 652,804 Rebecca Grove Suite 408,2024-10-14,2024-10-18
1108,210,2023-08-02,Delivered,1960.48,10.52,Debit Card,85776 Robert Way,252 Roger Vista Apt. 633,2023-08-02,2023-08-04
1109,210,2024-11-05,Delivered,1108.17,16.2,Credit Card,438 Ayers Pine Suite 648,90654 Andrews Crescent Apt. 258,2024-11-05,2024-11-05
1110,210,2023-10-25,Delivered,4502.29,11.79,Credit Card,2653 Mathis Island Apt. 262,4548 Rollins Creek Suite 497,2023-10-25,2023-10-29
1111,211,2023-12-03,Delivered,3163.79,10.02,Credit Card,48735 Malone Villages,202 Theresa Hills Suite 785,2023-12-03,2023-12-05
1112,211,2023-09-20,Delivered,965.71,10.45,PayPal,85293 Cassandra Cove Suite 126,467 Cruz Row,2023-09-20,2023-09-20
1113,211,2023-09-12,Delivered,3898.33,15.59,Debit Card,7433 Lori Causeway,1829 Keller Courts,2023-09-12,2023-09-13
1114,211,2023-08-26,Delivered,4914.86,5.41,PayPal,08735 Stanley Summit,624 James Pass Apt. 043,2023-08-26,2023-08-29
1115,211,2023-05-25,Delivered,3931.3,13.22,Credit Card,6693 Cline Flat,861 Alexander Estates,2023-05-25,2023-05-28
1116,211,2024-03-17,Delivered,838.68,18.32,Debit Card,031 Jamie Extensions Apt. 148,84024 Blair Parks,2024-03-17,2024-03-22
1117,212,2024-01-09,Delivered,2281.82,16.64,Credit Card,94660 Miller Pike,01969 James Center Apt. 724,2024-01-09,2024-01-13
1118,212,2024-07-02,Delivered,1961.33,12.62,PayPal,8231 Kyle Club,966 Paul Forge,2024-07-02,2024-07-03
1119,212,2024-08-23,Delivered,2503.57,16.4,PayPal,176 Ramos Valley Suite 655,702 King Spurs Suite 734,2024-08-23,2024-08-24
1120,212,2024-11-03,Delivered,1240.2,11.22,Credit Card,0668 Matthew Street,43907 Amanda Path Apt. 664,2024-11-03,2024-11-08
1121,212,2024-09-05,Delivered,7478.99,15.4,PayPal,10887 Sarah Rue Apt. 952,23136 Garcia Ville,2024-09-05,2024-09-10
1122,212,2024-02-21,Delivered,769.22,17.72,Debit Card,8769 Blankenship Field Suite 116,977 Evans Drive Suite 845,2024-02-21,2024-02-23
1123,212,2024-11-01,Delivered,3308.47,7.07,Debit Card,557 Mccarty Route Suite 872,709 Carr Street Apt. 517,2024-11-01,2024-11-05
1124,212,2024-06-02,Delivered,3627.89,16.47,Debit Card,396 Stephanie Villages,427 Bradley Island Suite 704,2024-06-02,2024-06-05
1125,212,2023-04-27,Delivered,2231.15,11.11,PayPal,592 Charles Point Suite 532,86928 Martin Pass,2023-04-27,2023-04-28
1126,213,2024-11-19,Delivered,859.78,18.96,PayPal,39401 Benjamin Mountains,8353 Peggy Mills,2024-11-19,2024-11-20
1127,213,2024-11-21,Delivered,6934.01,13.72,Debit Card,949 Mary Loaf Suite 751,66685 Owens Corner,2024-11-21,2024-11-22
1128,213,2024-10-06,Delivered,5069.41,6.8,Credit Card,47892 Jasmine Falls Suite 615,8503 Smith Greens,2024-10-06,2024-10-09
1129,213,2024-03-15,Delivered,1436.77,11.86,Debit Card,0610 Brown Wells,4534 Judith Mews Suite 357,2024-03-15,2024-03-17
1130,213,2024-04-25,Delivered,2430.97,11.08,Credit Card,74765 Richard Trail,42206 Sanchez Turnpike,2024-04-25,2024-04-30
1131,214,2024-11-27,Delivered,1977.13,13.03,Credit Card,34319 Jody Plaza,7396 Kathleen Pass,2024-11-27,2024-11-27
1132,214,2024-08-28,Delivered,3254.59,19.36,Debit Card,69285 Perez Extensions Apt. 660,16778 Patricia Garden Apt. 499,2024-08-28,2024-08-28
1133,214,2024-07-27,Delivered,6349.85,9.23,Credit Card,9786 Jackson Cliffs Suite 916,755 Adkins Pass Apt. 823,2024-07-27,2024-07-30
1134,214,2024-11-29,Delivered,4088.25,7.69,PayPal,1669 Thomas Roads Apt. 457,555 Katherine Lane Suite 681,2024-11-29,2024-11-30
1135,214,2024-06-29,Delivered,5112.56,10.52,Credit Card,1939 Ashlee Flat Suite 088,872 William Fields Suite 284,2024-06-29,2024-07-03
1136,215,2024-11-19,Delivered,1841.35,16.14,Credit Card,828 Thomas Hills Apt. 888,95253 Ray Plaza,2024-11-19,2024-11-24
1137,215,2024-10-03,Delivered,2018.61,16.74,Debit Card,5911 Heather Mews,05236 Lee Ridges Suite 495,2024-10-03,2024-10-08
1138,216,2024-10-07,Delivered,2750.2,11.99,PayPal,35016 Karen Camp Apt. 801,78160 Kerry Run Apt. 644,2024-10-07,2024-10-11
1139,216,2024-09-28,Delivered,6892.66,10.8,Debit Card,312 Young Mill Suite 664,61611 Bell Trail Apt. 263,2024-09-28,2024-09-28
1140,216,2024-11-10,Delivered,1154.89,18.25,Debit Card,876 Tommy Islands,5916 Davidson Terrace,2024-11-10,2024-11-10
1141,217,2024-11-28,Delivered,3840.67,10.69,Debit Card,80304 Maria Squares,0118 Patrick Wall,2024-11-28,2024-12-03
1142,217,2024-11-29,Delivered,2981.77,18.52,Credit Card,2620 Mahoney Centers Suite 747,2428 Nicholas Mall Apt. 930,2024-11-29,2024-12-01
1143,217,2024-11-25,Delivered,569.04,8.0,Credit Card,629 Nelson Union,380 Anthony Junction,2024-11-25,2024-11-25
1144,217,2024-12-10,Pending,1957.51,19.05,Debit Card,931 Knight Meadow Suite 560,5558 Maria Freeway,2024-12-10,2024-12-12
1145,217,2024-11-26,Delivered,1536.61,11.69,Debit Card,3620 Carter Course,2950 Tony Hollow,2024-11-26,2024-12-01
1146,217,2024-12-12,Pending,1895.48,12.76,PayPal,82561 Nixon Mount,8438 Christian Lane Apt. 486,2024-12-12,2024-12-13
1147,217,2024-12-11,Pending,5343.18,14.01,PayPal,683 Stewart Burgs,218 Smith Knolls,2024-12-11,2024-12-15
1148,218,2024-03-09,Delivered,3472.44,16.28,PayPal,35648 Logan Meadows,7832 Sims Trace Suite 929,2024-03-09,2024-03-10
1149,218,2024-06-14,Delivered,5572.91,12.61,Credit Card,55553 Christopher Parks Apt. 915,31712 Newman Skyway,2024-06-14,2024-06-19
1150,218,2024-08-20,Delivered,3891.62,12.0,Credit Card,050 Joseph Locks,49054 Ball Vista Apt. 628,2024-08-20,2024-08-23
1151,218,2024-07-23,Delivered,5381.66,15.28,PayPal,2027 John Locks Apt. 145,98034 Webb Tunnel Suite 589,2024-07-23,2024-07-26
1152,218,2024-04-11,Delivered,2480.56,6.99,Credit Card,1313 Hamilton Harbors,25606 Martin Place,2024-04-11,2024-04-11
1153,218,2024-01-24,Delivered,1143.9,14.37,Debit Card,7908 Garcia Creek,3537 Robert Inlet Suite 319,2024-01-24,2024-01-25
1154,218,2024-04-26,Delivered,6694.83,7.92,PayPal,03918 Miller Crescent,5360 Sharp Mission,2024-04-26,2024-05-01
1155,218,2024-08-22,Delivered,5511.67,7.76,Credit Card,05623 Miller Shoal,89535 Donald Highway Suite 349,2024-08-22,2024-08-22
1156,218,2023-12-24,Delivered,3136.05,5.16,Debit Card,3623 Pamela Way Suite 305,7715 Wright Crescent Apt. 814,2023-12-24,2023-12-25
1157,219,2023-11-17,Delivered,6752.94,7.43,Credit Card,0243 Rogers Tunnel,05788 Jacobs Pine Suite 379,2023-11-17,2023-11-18
1158,219,2024-04-29,Delivered,3837.17,10.46,PayPal,7041 Donald Extensions Suite 060,206 Steele Rue Suite 822,2024-04-29,2024-05-03
1159,219,2024-04-22,Delivered,4112.26,11.08,PayPal,60970 Manning Turnpike,0291 Robinson Trail,2024-04-22,2024-04-27
1160,220,2024-11-29,Delivered,2378.53,5.01,PayPal,49137 Madeline Island Apt. 905,8921 Chavez Dale Suite 988,2024-11-29,2024-11-30
1161,221,2024-12-13,Processing,943.97,5.63,Credit Card,86802 Nicole Motorway,505 Karen Islands Suite 536,2024-12-13,2024-12-18
1162,221,2024-11-26,Delivered,1804.1,8.84,Debit Card,0022 Lisa Stravenue Apt. 931,1617 Bryant Land Apt. 432,2024-11-26,2024-11-29
1163,221,2024-11-22,Delivered,1411.58,16.68,Credit Card,517 Manuel Locks Apt. 909,263 Reid Point Apt. 081,2024-11-22,2024-11-23
1164,221,2024-11-24,Delivered,2485.1,17.41,Debit Card,95143 Zimmerman Ferry Apt. 392,6232 Johnson Ports,2024-11-24,2024-11-25
1165,221,2024-11-06,Delivered,2697.0,10.28,PayPal,4654 Downs Ridge,963 Sarah Shoal Suite 432,2024-11-06,2024-11-07
1166,222,2024-06-19,Delivered,1371.01,10.54,PayPal,46194 Lewis Streets Apt. 404,16150 Linda Shoal,2024-06-19,2024-06-22
1167,222,2023-12-14,Delivered,2394.17,19.99,PayPal,96328 Lam Path Apt. 037,62055 Crystal Course Suite 550,2023-12-14,2023-12-17
1168,223,2024-11-07,Delivered,2060.44,16.63,Credit Card,4743 Erik Terrace,111 Whitehead Flat Apt. 859,2024-11-07,2024-11-08
1169,223,2024-07-11,Delivered,1643.19,13.72,Debit Card,329 Hayes Walk Apt. 847,30505 Natalie Islands,2024-07-11,2024-07-12
1170,223,2024-03-12,Delivered,6757.17,16.23,Credit Card,985 Nelson Orchard,91404 Brian Valley Suite 698,2024-03-12,2024-03-15
1171,223,2024-10-17,Delivered,5730.34,14.3,Debit Card,122 Howard Junctions Suite 134,5738 Nancy Throughway Suite 762,2024-10-17,2024-10-20
1172,223,2024-04-02,Delivered,1689.66,7.84,Debit Card,56375 Aaron Square,435 Sherman Knoll,2024-04-02,2024-04-06
1173,224,2024-12-01,Delivered,6083.2,14.86,Debit Card,447 Cruz Corners,19670 Branch Valleys Apt. 867,2024-12-01,2024-12-05
1174,224,2024-10-17,Delivered,2043.52,8.23,Debit Card,236 Denise Mountain,358 Traci Freeway,2024-10-17,2024-10-20
1175,224,2024-11-06,Delivered,1612.56,13.34,Debit Card,733 Ochoa Meadow Suite 232,25849 Downs Garden,2024-11-06,2024-11-09
1176,225,2024-05-27,Delivered,1366.08,14.16,Credit Card,18911 Jennifer Street,63534 Edwards Place Apt. 100,2024-05-27,2024-05-29
1177,226,2024-10-09,Delivered,1633.95,8.71,Debit Card,970 Smith Avenue Apt. 397,7152 Jill Centers Apt. 236,2024-10-09,2024-10-11
1178,226,2024-12-10,Pending,2765.0,6.43,Debit Card,38434 Tracy Unions,3007 James Cliffs,2024-12-10,2024-12-11
1179,226,2024-12-09,Pending,1750.88,7.32,Credit Card,804 Richard Lane,314 Eaton Terrace,2024-12-09,2024-12-09
1180,227,2024-08-15,Delivered,7568.42,9.46,Credit Card,484 Lisa Fort Suite 187,4829 Perry Spring,2024-08-15,2024-08-19
1181,227,2024-12-04,Delivered,4401.87,16.2,Debit Card,44642 Mccall Greens Apt. 807,134 Parrish Inlet,2024-12-04,2024-12-05
1182,227,2024-06-10,Delivered,2069.22,18.06,Debit Card,19884 Rocha Circle,59784 Atkinson Field Apt. 301,2024-06-10,2024-06-10
1183,227,2024-07-27,Delivered,8038.16,9.51,Debit Card,84348 Veronica Falls Apt. 156,632 Harrison Bridge Suite 554,2024-07-27,2024-07-30
1184,227,2024-07-05,Delivered,2965.13,5.5,Debit Card,1023 Shawn Motorway,75232 Jordan Grove,2024-07-05,2024-07-07
1185,227,2024-11-20,Delivered,3534.87,10.76,Credit Card,737 Perkins Station Suite 394,40889 Campbell Wells,2024-11-20,2024-11-22
1186,227,2024-06-04,Delivered,4372.78,9.94,Debit Card,694 Melissa Squares Suite 047,03039 Susan Keys Suite 569,2024-06-04,2024-06-05
1187,228,2024-01-20,Delivered,2805.18,10.05,PayPal,7465 Tina Mountains Suite 227,119 Brooks Divide Apt. 806,2024-01-20,2024-01-23
1188,228,2024-04-29,Delivered,6614.96,14.13,Debit Card,696 Johnson Locks Suite 767,6155 Travis Heights,2024-04-29,2024-05-02
1189,229,2024-02-27,Delivered,1329.6,18.73,PayPal,86213 Gilbert Viaduct Apt. 636,452 Hicks Points Suite 880,2024-02-27,2024-03-01
1190,229,2024-09-23,Delivered,1486.64,6.98,Debit Card,1843 Janet Ferry,8112 Jimenez Mount Suite 303,2024-09-23,2024-09-25
1191,229,2024-04-28,Delivered,573.29,14.42,PayPal,8592 Bullock Fields Apt. 264,60202 Brooks Cliff,2024-04-28,2024-04-28
1192,230,2024-11-18,Delivered,5522.7,12.89,Debit Card,1989 Howard Pines,2750 Dean Fork Apt. 633,2024-11-18,2024-11-20
1193,230,2024-10-04,Delivered,426.12,17.7,Credit Card,1946 Veronica Vista Apt. 080,5398 Shields Centers Suite 100,2024-10-04,2024-10-06
1194,231,2024-10-10,Delivered,3386.81,8.86,Credit Card,6540 Williams Road Apt. 022,734 Brown Trace Suite 391,2024-10-10,2024-10-10
1195,231,2023-12-11,Delivered,3884.55,12.23,PayPal,6131 Maxwell Greens Apt. 238,043 Ashley Springs,2023-12-11,2023-12-14
1196,231,2024-10-15,Delivered,1661.38,7.95,PayPal,792 Todd Union,20489 Castillo Drives Suite 268,2024-10-15,2024-10-15
1197,231,2024-01-13,Delivered,265.93,11.29,Debit Card,34189 Brenda Neck,460 Robert Mount,2024-01-13,2024-01-14
1198,231,2023-07-12,Delivered,3319.61,7.2,Debit Card,22681 Melinda Oval,1412 Farmer Loop Suite 680,2023-07-12,2023-07-16
1199,232,2024-02-24,Delivered,1851.39,13.86,PayPal,3475 Perez Ramp,30698 Smith Passage Apt. 292,2024-02-24,2024-02-25
1200,232,2024-05-05,Delivered,1596.69,11.89,Debit Card,96849 Shawn Highway,9332 Guzman Views Suite 898,2024-05-05,2024-05-06
1201,232,2024-06-17,Delivered,970.04,17.78,PayPal,5659 Velazquez Burg Apt. 498,1680 Bonnie Garden Apt. 218,2024-06-17,2024-06-19
1202,232,2024-10-26,Delivered,1269.67,14.13,PayPal,527 Thomas Route,84955 Claudia Motorway,2024-10-26,2024-10-29
1203,232,2024-02-01,Delivered,2904.0,11.66,Credit Card,10389 Marsh Tunnel,107 Karen Harbor,2024-02-01,2024-02-02
1204,232,2024-06-28,Delivered,2278.47,19.8,PayPal,78686 Williams Islands Apt. 637,476 Beverly Flat,2024-06-28,2024-07-01
1205,232,2024-07-01,Delivered,1025.47,6.14,PayPal,3306 Jane Plaza,242 Zuniga Glens,2024-07-01,2024-07-06
1206,232,2024-02-05,Delivered,2006.77,19.66,Debit Card,37832 Jeffery Station Apt. 137,75206 Amy Meadow,2024-02-05,2024-02-07
1207,233,2023-09-02,Delivered,1159.87,12.25,Credit Card,711 Hall Plains,619 Jill Route Suite 133,2023-09-02,2023-09-06
1208,233,2024-05-23,Delivered,1559.72,6.18,Credit Card,177 Beck Coves Suite 444,251 Martin Dale Suite 670,2024-05-23,2024-05-25
1209,233,2023-07-10,Delivered,2613.68,14.08,Debit Card,4902 Kyle Motorway,0919 John Pike Apt. 231,2023-07-10,2023-07-10
1210,233,2024-05-20,Delivered,1863.51,10.19,Debit Card,88050 Destiny Harbor Suite 075,307 Timothy Islands,2024-05-20,2024-05-25
1211,233,2023-09-08,Delivered,702.01,9.81,PayPal,355 Murphy Mountains,0191 Garcia Underpass Apt. 986,2023-09-08,2023-09-13
1212,234,2024-11-09,Delivered,1255.4,10.89,Debit Card,28214 Sampson Ford Suite 637,511 Mcclure Spur,2024-11-09,2024-11-14
1213,235,2023-09-30,Delivered,3106.23,18.83,Credit Card,77533 Timothy Throughway,386 Watkins Mission,2023-09-30,2023-09-30
1214,235,2024-03-20,Delivered,823.37,5.17,Debit Card,247 Loretta Plains,982 Steven Road Suite 730,2024-03-20,2024-03-22
1215,235,2024-04-24,Delivered,2417.32,18.39,PayPal,5483 Lisa Underpass Apt. 118,4633 Kimberly Square Suite 508,2024-04-24,2024-04-24
1216,236,2024-11-07,Delivered,4889.64,14.06,Debit Card,7398 Diane Lake,158 Mark Mill,2024-11-07,2024-11-08
1217,236,2024-11-24,Delivered,2047.39,10.9,Debit Card,346 Todd Islands,313 Joseph Trail Apt. 262,2024-11-24,2024-11-24
1218,236,2024-11-06,Delivered,2647.84,12.71,Debit Card,57345 Wallace Squares Suite 024,27286 Walker Meadow,2024-11-06,2024-11-08
1219,237,2024-12-02,Delivered,2347.79,19.58,Debit Card,13515 Butler Drive Suite 834,219 Wall Square,2024-12-02,2024-12-05
1220,237,2024-11-20,Delivered,2056.53,13.11,PayPal,2867 Stephens Turnpike,05125 Lewis Key Apt. 643,2024-11-20,2024-11-21
1221,237,2024-11-29,Delivered,1038.0,15.47,PayPal,3754 Hardy Square Suite 882,971 Glenda Island Suite 556,2024-11-29,2024-12-04
1222,237,2024-11-07,Delivered,2057.57,15.64,PayPal,5996 Elizabeth Row Suite 022,25766 Rivera Centers,2024-11-07,2024-11-12
1223,237,2024-11-05,Delivered,2740.01,6.98,PayPal,980 David Spurs Apt. 534,567 Brianna Lake,2024-11-05,2024-11-07
1224,237,2024-09-15,Delivered,2526.37,12.55,PayPal,084 Michael Pike Suite 474,00659 Tran Meadow Apt. 502,2024-09-15,2024-09-18
1225,238,2023-09-28,Delivered,3821.1,12.58,Debit Card,5360 Barry Forest,127 Becker Shores,2023-09-28,2023-09-29
1226,238,2023-09-28,Delivered,1939.94,19.69,Debit Card,3201 Kathleen Island,624 Mary Orchard,2023-09-28,2023-10-02
1227,238,2023-10-24,Delivered,4537.62,13.11,PayPal,7590 Moore Mews,853 Veronica Rapid,2023-10-24,2023-10-25
1228,238,2023-10-17,Delivered,5290.03,6.38,Credit Card,513 Roberts Cove Suite 073,20341 Rita Meadow,2023-10-17,2023-10-17
1229,239,2024-04-06,Delivered,2288.55,13.06,Debit Card,71824 Graham Lake Suite 559,2517 Maxwell Manors,2024-04-06,2024-04-06
1230,239,2024-04-14,Delivered,917.18,7.45,Credit Card,9078 Barbara Loop Apt. 043,75720 Diane Light Suite 604,2024-04-14,2024-04-19
1231,239,2023-08-29,Delivered,2533.99,6.67,PayPal,21446 Billy Mount,47943 Mueller Shoals Suite 623,2023-08-29,2023-08-29
1232,240,2024-05-26,Delivered,5065.6,19.91,Credit Card,0001 Holmes Via,3793 Ashley River Suite 386,2024-05-26,2024-05-30
1233,240,2024-08-23,Delivered,5063.87,15.17,Debit Card,18498 Price Keys Apt. 704,76355 Lydia Causeway Suite 912,2024-08-23,2024-08-25
1234,240,2024-05-26,Delivered,2367.84,12.2,Debit Card,390 Thornton Junction,4656 William Lodge,2024-05-26,2024-05-31
1235,240,2024-03-06,Delivered,1127.35,18.78,PayPal,332 Jason Radial,90721 Key Forks Apt. 249,2024-03-06,2024-03-06
1236,240,2024-05-23,Delivered,2711.64,10.86,PayPal,135 John Lane Apt. 550,9096 Buck Village,2024-05-23,2024-05-28
1237,240,2024-04-29,Delivered,1354.91,13.65,PayPal,226 Laura Bypass Apt. 372,83741 Robert Curve,2024-04-29,2024-05-02
1238,240,2024-03-03,Delivered,3536.75,18.09,Debit Card,5291 Stone Roads Suite 007,064 Jessica Plains,2024-03-03,2024-03-06
1239,240,2023-12-28,Delivered,781.48,10.45,Debit Card,73927 Charles Trail,861 Nelson Heights Suite 806,2023-12-28,2023-12-31
1240,241,2024-04-10,Delivered,1123.08,16.1,Credit Card,1800 Thompson Highway Apt. 916,8693 Cruz Ridges Suite 302,2024-04-10,2024-04-11
1241,241,2024-09-11,Delivered,3455.86,12.29,Credit Card,163 Michael Rue Apt. 560,39288 Lambert Plaza Apt. 025,2024-09-11,2024-09-14
1242,242,2024-12-15,Processing,4566.62,5.73,Credit Card,303 Robert Plain Suite 381,0288 Weeks Spring,2024-12-15,2024-12-18
1243,242,2024-11-12,Delivered,3383.19,10.56,Debit Card,2045 Curtis Club,053 Wilson Unions,2024-11-12,2024-11-12
1244,242,2024-12-09,Processing,5149.97,17.56,Credit Card,72866 Marissa Street,0355 Aguirre Point Suite 562,2024-12-09,2024-12-13
1245,242,2024-11-14,Delivered,3263.89,13.89,Credit Card,496 Woods Haven,458 Evans Locks Apt. 071,2024-11-14,2024-11-19
1246,242,2024-11-13,Delivered,822.43,7.15,PayPal,67854 Brown Roads,59701 Garza Port,2024-11-13,2024-11-15
1247,242,2024-11-22,Delivered,2500.21,15.33,Debit Card,736 Faulkner Mews,7796 Allen Common Apt. 048,2024-11-22,2024-11-26
1248,242,2024-12-05,Delivered,2406.23,8.47,Debit Card,4484 Michelle Square,4731 Steven Ranch,2024-12-05,2024-12-06
1249,243,2024-09-23,Delivered,5196.13,5.62,PayPal,84505 Maria Forge Apt. 460,55124 Bass Dam Apt. 003,2024-09-23,2024-09-23
1250,243,2024-05-14,Delivered,1830.47,17.95,PayPal,22553 Lance Hills Apt. 652,549 Larry Gardens,2024-05-14,2024-05-19
1251,244,2024-06-30,Delivered,5625.61,8.87,Credit Card,392 Kimberly Port Suite 242,16097 Barber Landing,2024-06-30,2024-06-30
1252,245,2024-07-16,Delivered,3464.62,9.29,Debit Card,61203 Austin Islands,045 Garza Skyway,2024-07-16,2024-07-18
1253,245,2024-07-19,Delivered,658.5,8.38,Credit Card,15092 Sexton Parks Suite 052,72735 Roth Fields Suite 808,2024-07-19,2024-07-23
1254,245,2024-04-30,Delivered,2425.43,14.46,Debit Card,1762 Angela Drive Suite 768,53344 Hudson Ramp Suite 367,2024-04-30,2024-05-04
1255,245,2024-08-03,Delivered,4909.62,10.22,PayPal,2957 Hays Centers,94992 Christopher Pass,2024-08-03,2024-08-06
1256,245,2024-08-07,Delivered,3718.88,7.35,PayPal,892 Benjamin Street Suite 424,2026 Lee Lock Apt. 423,2024-08-07,2024-08-08
1257,245,2024-05-27,Delivered,1366.41,12.4,Debit Card,37760 Moore Turnpike Suite 196,73226 Dakota Bridge Apt. 483,2024-05-27,2024-05-30
1258,246,2024-07-13,Delivered,2363.41,5.18,Credit Card,218 Kathleen Prairie,3922 Phillips Fords,2024-07-13,2024-07-15
1259,246,2024-08-26,Delivered,2064.34,5.46,PayPal,255 Moore Forge,423 Obrien Club Apt. 817,2024-08-26,2024-08-31
1260,248,2024-02-27,Delivered,1270.39,16.37,Credit Card,26119 Susan Fields,309 Morgan Views Suite 251,2024-02-27,2024-02-29
1261,248,2024-01-12,Delivered,1913.14,10.49,Credit Card,81299 Kevin Pass,8596 Brennan Falls Apt. 318,2024-01-12,2024-01-14
